,wl [10^-6m],omega [10^9Hz],Energy [eV],Brechungsindex Luft,Brechungsindex Gold,Brechungsindex Al2O3,Brechungsindex BK7,dielectric constant air,dielectric constant Gold
131,0.54285901,3.4698725315599956,2.284202669860817,(1+0j),(0.41131132894555106+2.51509950866985j),(1.7709936022784942+0j),(1.518888501795085+0j),(1+0j),(1.2165157617250355+1.0337307529428987j)
132,0.5434837,3.4658841972792436,2.281577165975723,(1+0j),(0.40832685066887014+2.5236611880944997j),(1.7709506444810972+0j),(1.5188559223276343+0j),(1+0j),(1.217540172888948+1.0363769690269937j)
133,0.54410834,3.461905339125759,2.2789579001858344,(1+0j),(0.40534261126893434+2.532222182244899j),(1.7709078291236398+0j),(1.518823452961217+0j),(1+0j),(1.218565134078774+1.0390179857555337j)
134,0.54473303,3.457935288610741,2.276344432427753,(1+0j),(0.4023581329922534+2.540783861669549j),(1.7708651486629012+0j),(1.5187910879591298+0j),(1+0j),(1.2195907939069932+1.0416542476227115j)
135,0.54535767,3.453974649900593,2.27373716042171,(1+0j),(0.3993738935923171+2.5493448558199496j),(1.7708226092465944+0j),(1.5187588319671237+0j),(1+0j),(1.220616972922703+1.0442853541990644j)
136,0.54598236,3.4500227577111713,2.271135646213918,(1+0j),(0.3963894153156362+2.5579065352445993j),(1.7707802033840274+0j),(1.5187266792892957+0j),(1+0j),(1.2216438203510724+1.0469117481843093j)
137,0.54660699,3.4460802766332232,2.2685403273017055,(1+0j),(0.39340522369104913+2.5664673923401495j),(1.770737937862807+0j),(1.5186946350561685+0j),(1+0j),(1.222671140511694+1.0495329885949831j)
138,0.5472316899999999,3.442146355429185,2.2659506433189205,(1+0j),(0.3904206976390195+2.5750292088196485j),(1.7706958032175273+0j),(1.518662692075688+0j),(1+0j),(1.2236991325754802+1.0521496421265197j)
139,0.54785632,3.4382218449334556,2.2633671543663128,(1+0j),(0.3874365060144324+2.5835900659151987j),(1.7706538082228043+0j),(1.518630856984391+0j),(1+0j),(1.2247275517107488+1.054761143532019j)
140,0.54848102,3.434305834883499,2.260789261221838,(1+0j),(0.38445197996240227+2.5921518823946994j),(1.7706119428020501+0j),(1.5185991221279977+0j),(1+0j),(1.2257566141630971+1.057368099198277j)
141,0.54910565,3.4303991723794014,2.258217521527961,(1+0j),(0.3814677883378152+2.6007127394902496j),(1.7705702156775953+0j),(1.518567494102798+0j),(1+0j),(1.2267860752507957+1.0599699458434828j)
142,0.54973029,3.4265013254206047,2.2556515850709267,(1+0j),(0.37848354893787944+2.609273733640649j),(1.770528620829925+0j),(1.51853596833057+0j),(1+0j),(1.2278160528791138+1.0625670382473607j)
143,0.55035492,3.4226123885816326,2.25309151410875,(1+0j),(0.3758262551725643+2.617711529324599j),(1.7704871589387976+0j),(1.5185045453113282+0j),(1+0j),(1.2288976692686395+1.0650648930282747j)
144,0.55097955,3.4187322692990203,2.250537247707288,(1+0j),(0.37341737688573523+2.6260558084602494j),(1.7704458286891376+0j),(1.5184732240332781+0j),(1+0j),(1.230018240063187+1.0674865310636967j)
145,0.55160419,3.414860875710268,2.247988725393837,(1+0j),(0.371008460034023+2.63440022118345j),(1.7704046287781932+0j),(1.5184420034942325+0j),(1+0j),(1.2311387789016042+1.0699038428201433j)
146,0.5522288200000001,3.4109983019518126,2.2454460091380235,(1+0j),(0.3685995817471939+2.6427445003191004j),(1.7703635598847594+0j),(1.5184108841937065+0j),(1+0j),(1.2322592414073377+1.0723167704958239j)
147,0.55285345,3.4071444562909994,2.242909038552622,(1+0j),(0.3661907034603653+2.6510887794547493j),(1.7703226207116947+0j),(1.5183798651340101+0j),(1+0j),(1.2333796371492216+1.074725372304004j)
148,0.5534780899999999,3.4032992476881123,2.2403777537065652,(1+0j),(0.3637817866086535+2.6594331921779486j),(1.7702818099739748+0j),(1.518348945326895+0j),(1+0j),(1.234499975817939+1.077129706064148j)
149,0.5541027199999999,3.399462769843204,2.2378522162822088,(1+0j),(0.36137290832182445+2.667777471313599j),(1.770241128349363+0j),(1.5183181252713174+0j),(1+0j),(1.235620213421739+1.0795297140396647j)
150,0.5547272900000001,3.395635299119416,2.23533260820826,(1+0j),(0.35896426142429283+2.6761209489239506j),(1.7702005784476602+0j),(1.5182874069296795+0j),(1+0j),(1.2367402523061906+1.0819252239642476j)
151,0.55535193,3.3918160099107837,2.232818385991744,(1+0j),(0.356555344572581+2.6844653616471503j),(1.7701601512103384+0j),(1.5182567834254566+0j),(1+0j),(1.2378603177209884+1.0843167533593334j)
152,0.55597656,3.3880053635873666,2.230309853350652,(1+0j),(0.35414646628575236+2.692809640782799j),(1.7701198512156648+0j),(1.5182262582127157+0j),(1+0j),(1.238980258442941+1.086704014221713j)
153,0.55660114,3.3842035740509857,2.227807151095666,(1+0j),(0.351737780823338+2.7011532519807j),(1.7700796804121448+0j),(1.5181958327529461+0j),(1+0j),(1.240099995128969+1.0890868730709828j)
154,0.5572257700000001,3.3804100038461127,2.225309859592459,(1+0j),(0.34932890253650895+2.7094975311163503j),(1.770039631757747+0j),(1.518165501698467+0j),(1+0j),(1.2412196995325306+1.0914657300946817j)
155,0.55785034,3.3766252922044524,2.2228183996446074,(1+0j),(0.3469202556389782+2.7178410087266993j),(1.7699997116955224+0j),(1.5181352699149808+0j),(1+0j),(1.2423391670617705+1.0938401850255621j)
156,0.55847491,3.372849045821688,2.2203325123415123,(1+0j),(0.34451160874144704+2.72618448633705j),(1.76995991576948+0j),(1.5181051340138292+0j),(1+0j),(1.2434584979806438+1.096210485015917j)
157,0.55909955,3.369080814514791,2.2178519013295577,(1+0j),(0.3421026918897352+2.7345288990602494j),(1.7699202389406916+0j),(1.5180750901658089+0j),(1+0j),(1.2445778105292609+1.0985769133620429j)
158,0.5597241199999999,3.3653214146084203,2.215377103991874,(1+0j),(0.33969404499220446+2.7428723766705985j),(1.7698806895059127+0j),(1.5180451446397023+0j),(1+0j),(1.2456968467585254+1.1009389579045374j)
159,0.5603486900000001,3.3615703952281084,2.212907823519673,(1+0j),(0.33754140542094785+2.751026957401181j),(1.7698412624194626+0j),(1.5180152936012339+0j),(1+0j),(1.2468357118982325+1.103203465841104j)
160,0.56097327,3.3578276685248363,2.2104440020823097,(1+0j),(0.3355912850330842+2.759032213001939j),(1.7698019564640832+0j),(1.5179855361153927+0j),(1+0j),(1.2479900173302292+1.1053903375382028j)
161,0.56159784,3.354093326478701,2.207985700229901,(1+0j),(0.33364119586812807+2.7670373404324797j),(1.7697627723129596+0j),(1.5179558726784774+0j),(1+0j),(1.2491438442362408+1.1075735405494147j)
162,0.56222241,3.3503672813555285,2.2055328602074047,(1+0j),(0.33169110670317226+2.775042467863019j),(1.7697237087537994+0j),(1.517926302359449+0j),(1+0j),(1.2502972073575882+1.1097531257099535j)
163,0.56284698,3.3466495055349736,2.203085463832461,(1+0j),(0.3297410175382161+2.78304759529356j),(1.7696847652080192+0j),(1.5178968247071658+0j),(1+0j),(1.2514501030171714+1.1119291087130836j)
164,0.56347156,3.342939912191581,2.200643453948235,(1+0j),(0.32779089715035215+2.7910528508943195j),(1.7696459404797686+0j),(1.517867438803419+0j),(1+0j),(1.2526025460511354+1.1141015399071286j)
165,0.56409613,3.339238592735698,2.198206890729777,(1+0j),(0.32584080798539594+2.7990579783248606j),(1.769607235240448+0j),(1.5178381451433967+0j),(1+0j),(1.253754496009474+1.1162703652245605j)
166,0.56472064,3.335545814845466,2.1957759503884966,(1+0j),(0.323890906157888+2.80706233673408j),(1.7695686520002476+0j),(1.5178089456137147+0j),(1+0j),(1.254905857269741+1.1184354270372587j)
167,0.5653452099999999,3.3318608418188482,2.1933501479565027,(1+0j),(0.3219408169929322+2.815067464164619j),(1.769530182780266+0j),(1.517779834163191+0j),(1+0j),(1.2560568476462828+1.1205971566652244j)
168,0.56596979,3.3281839430137303,2.190929660750974,(1+0j),(0.3199906966050679+2.8230727197653804j),(1.7694918301181004+0j),(1.5177508126997268+0j),(1+0j),(1.2572073715565082+1.1227553956632566j)
169,0.5665943,3.3245155613264257,2.1885147803287115,(1+0j),(0.31804079477756+2.8310770781746j),(1.7694535983508213+0j),(1.5177218844922977+0j),(1+0j),(1.2583572784064918+1.1249098832088873j)
170,0.56721887,3.320854906164975,2.186104986246314,(1+0j),(0.31609070561260383+2.839082205605141j),(1.7694154789618959+0j),(1.5176930430842517+0j),(1+0j),(1.2595068043381303+1.1270610828883436j)
171,0.56784338,3.317202654205202,2.1837007239566657,(1+0j),(0.3141408037850959+2.8470865640143606j),(1.7693774787233039+0j),(1.5176642935868614+0j),(1+0j),(1.2606557253117814+1.1292085963081746j)
172,0.5684679,3.3135583685707726,2.1813017058658897,(1+0j),(0.3121908707346798+2.855091050593801j),(1.769339592813044+0j),(1.5176356323394045+0j),(1+0j),(1.2618041670463864+1.1313526794244777j)
173,0.5690924700000001,3.3099217905815075,2.1789077616858994,(1+0j),(0.3102407815697237+2.8630961780243416j),(1.7693018182754656+0j),(1.517607057093852+0j),(1+0j),(1.2629521999632656+1.1334934838023236j)
174,0.56971698,3.3062935342191366,2.176519295598316,(1+0j),(0.30829087974221575+2.8711005364335613j),(1.7692641612182818+0j),(1.5175785724582496+0j),(1+0j),(1.2640996188745115+1.1356306471280482j)
175,0.57034149,3.302673223560946,2.17413606013478,(1+0j),(0.3065047379075029+2.8788667765977007j),(1.7692266174679039+0j),(1.5175501752632279+0j),(1+0j),(1.2652355274889453+1.1376801844599065j)
176,0.570966,3.29906083253443,2.171758038131868,(1+0j),(0.30485431704019994+2.8864356691800004j),(1.7691891864881981+0j),(1.517521865091228+0j),(1+0j),(1.2663617403695289+1.1396568520530825j)
177,0.57159052,3.2954562775268794,2.1693851745476813,(1+0j),(0.3032038697454439+2.8940046829596007j),(1.769151867149453+0j),(1.517493641075897+0j),(1+0j),(1.2674873739312686+1.1416305765569434j)
178,0.57221503,3.291859648127127,2.167017528358177,(1+0j),(0.301553448878141+2.9015735755419003j),(1.769114660116832+0j),(1.5174655037084075+0j),(1+0j),(1.2686123906682194+1.1436013067843154j)
179,0.57283954,3.288270860822305,2.1646550445871804,(1+0j),(0.2999030280108378+2.9091424681242013j),(1.7690775642649548+0j),(1.5174374521258636+0j),(1+0j),(1.269736807185308+1.1455690863105126j)
180,0.57346405,3.2846898899919763,2.162297706368865,(1+0j),(0.2982526071435349+2.9167113607065005j),(1.769040579069938+0j),(1.5174094859203864+0j),(1+0j),(1.2708606220923109+1.1475339270110143j)
181,0.5740885,3.2811170530481855,2.1599457226542595,(1+0j),(0.2966023448409499+2.9242795261050007j),(1.7690037075484164+0j),(1.5173816073611053+0j),(1+0j),(1.2719837261481737+1.1494956523383817j)
182,0.5747130100000001,3.27755163800599,2.1575986247466363,(1+0j),(0.29495192397364667+2.9318484186873017j),(1.7689669420969774+0j),(1.5173538106875142+0j),(1+0j),(1.2731063338544149+1.151454651007404j)
183,0.57533752,3.2739939632458754,2.155256622234545,(1+0j),(0.2933015031063438+2.9394173112696014j),(1.7689302857487683+0j),(1.5173260981815906+0j),(1+0j),(1.2742283359767315+1.153410746048296j)
184,0.5759619800000001,3.2704442875011526,2.152919885441049,(1+0j),(0.29165121437630565+2.946985597865402j),(1.768893740913599+0j),(1.517298471653556+0j),(1+0j),(1.2753496414967231+1.155363792789749j)
185,0.5765864900000001,3.2669020172651857,2.150588023663197,(1+0j),(0.29000079350900276+2.9545544904477015j),(1.7688573012302278+0j),(1.5172709262832111+0j),(1+0j),(1.2764704287489608+1.1573141155112352j)
186,0.5772109400000001,3.2633677513264963,2.1482614310809836,(1+0j),(0.28835053120641774+2.9621226558462013j),(1.7688209726084392+0j),(1.517243466526559+0j),(1+0j),(1.2775904991361369+1.159261382207009j)
187,0.57783539,3.259841124145846,2.1459398670614482,(1+0j),(0.28670026890383304+2.9696908212446997j),(1.7687847510389878+0j),(1.5172160893416982+0j),(1+0j),(1.278709959199237+1.1612057917748606j)
188,0.57845984,3.256322110985014,2.143623315319522,(1+0j),(0.2850500066012481+2.9772589866432j),(1.7687486360216316+0j),(1.5171887943394182+0j),(1+0j),(1.2798288077998128+1.1631473555285428j)
189,0.57908435,3.252810350182755,2.1413115377751097,(1+0j),(0.28339958573394486+2.984827879225501j),(1.7687126236041482+0j),(1.517161578521903+0j),(1+0j),(1.2809471512445036+1.1650862708604304j)
190,0.5797088,3.249306491998833,2.139004962491513,(1+0j),(0.28174932343135983+2.9923960446240008j),(1.7686767202117377+0j),(1.5171344467339236+0j),(1+0j),(1.2820647735626107+1.1670221763868878j)
191,0.58033325,3.2458101742556593,2.1367033510487294,(1+0j),(0.2802569210205999+2.999847992750751j),(1.7686409218876447+0j),(1.5171073959742687+0j),(1+0j),(1.2831928523837102+1.1688998996441236j)
192,0.5809577,3.242321372638409,2.1344066874404106,(1+0j),(0.2789024594965599+3.0071983880807007j),(1.7686052281428923+0j),(1.5170804258626176+0j),(1+0j),(1.2843298936815302+1.1707266189454526j)
193,0.58158215,3.2388400629366862,2.1321149557289543,(1+0j),(0.2775479979725199+3.0145487834106506j),(1.7685696384912741+0j),(1.5170535360208326+0j),(1+0j),(1.2854661939351013+1.1725507826006838j)
194,0.58220654,3.235366554468545,2.1298283595371497,(1+0j),(0.27619366659131184+3.021898472481141j),(1.7685341558540297+0j),(1.5170267286451415+0j),(1+0j),(1.2866016441525672+1.174372225550646j)
195,0.58283099,3.231900155667517,2.1275464436096643,(1+0j),(0.27483920506727183+3.029248867811091j),(1.7684987729311479+0j),(1.5169999982097149+0j),(1+0j),(1.287736462651469+1.1761913076429558j)
196,0.5834554399999999,3.2284411767741052,2.1252694121765323,(1+0j),(0.2734847435432321+3.03659926314104j),(1.7684634926592433+0j),(1.5169733469227302+0j),(1+0j),(1.2888705404002219+1.1780078634577646j)
197,0.5840798300000001,3.2249899252793117,2.1229974676578025,(1+0j),(0.27213041216202377+3.0439489522115313j),(1.7684283179381721+0j),(1.5169467769640692+0j),(1+0j),(1.2900037686672658+1.1798217284885566j)
198,0.5847042800000001,3.22154571420078,2.120730157815845,(1+0j),(0.27077595063798376+3.051299347541481j),(1.7683932415351802+0j),(1.5169202828599018+0j),(1+0j),(1.291136365389118+1.1816332609537692j)
199,0.58532867,3.2181091818189143,2.118467902827996,(1+0j),(0.26942161925677593+3.0586490366119703j),(1.7683582697209748+0j),(1.516893869336302+0j),(1+0j),(1.292268113074601+1.183442122290995j)
200,0.58595313,3.214679589319462,2.1162102163359036,(1+0j),(0.26806713604226384+3.065999549651831j),(1.768323394749416+0j),(1.5168675305325128+0j),(1+0j),(1.2933992475129517+1.1852486985543607j)
201,0.58657751,3.2112577369508304,2.1139576251397703,(1+0j),(0.2667128263515279+3.0733491210124106j),(1.7682886245306866+0j),(1.516841272412323+0j),(1+0j),(1.2945294972027417+1.1870525652962702j)
202,0.5872019,3.2078431069600644,2.111709788404976,(1+0j),(0.2653584949703198+3.080698810082901j),(1.7682539535740331+0j),(1.5168150908187503+0j),(1+0j),(1.295659025387841+1.1888539923382728j)
203,0.58782629,3.204435731019879,2.1094667269815375,(1+0j),(0.264004163589112+3.08804849915339j),(1.768219381977722+0j),(1.5167889858159456+0j),(1+0j),(1.2967878141760936+1.1906529601048739j)
204,0.58845068,3.2010355860390085,2.1072284256685707,(1+0j),(0.26264983220790394+3.0953981882238804j),(1.7681849092849105+0j),(1.5167629570489174+0j),(1+0j),(1.2979158637968244+1.1924494778763386j)
205,0.58907507,3.1976426490240932,2.1049948693296425,(1+0j),(0.2612955008266959+3.102747877294371j),(1.7681505350413036+0j),(1.5167370041646833+0j),(1+0j),(1.2990431744927302+1.1942435548787584j)
206,0.5896994600000001,3.1942568970791543,2.102766042892425,(1+0j),(0.2599411694454878+3.110097566364861j),(1.7681162587951402+0j),(1.5167111268122546+0j),(1+0j),(1.3001697465196531+1.1960352002844612j)
207,0.59032385,3.190878307405085,2.100541931348361,(1+0j),(0.258689090884285+3.1175141055239j),(1.768082080097174+0j),(1.5166853246426246+0j),(1+0j),(1.301329647337048+1.1978187509611296j)
208,0.59094824,3.187506857299132,2.098322519752322,(1+0j),(0.2575319052133839+3.1249926830513606j),(1.7680479985006579+0j),(1.5166595973087533+0j),(1+0j),(1.3025203042548865+1.1995946139354152j)
209,0.59157263,3.1841425241543937,2.0961077932222794,(1+0j),(0.25637471954248287+3.132471260578821j),(1.768014013561326+0j),(1.516633944465555+0j),(1+0j),(1.3037100648234068+1.2013680591639553j)
210,0.59219696,3.180785607728978,2.0938979490877494,(1+0j),(0.25521764506993594+3.1399491194614404j),(1.7679801280892649+0j),(1.516608368224287+0j),(1+0j),(1.3048988159571382+1.2031389258171332j)
211,0.59282135,3.177435440388328,2.091692547847678,(1+0j),(0.2540604593990349+3.147427696988901j),(1.767946335132165+0j),(1.5165828633278509+0j),(1+0j),(1.3060867872616555+1.20490756345059j)
212,0.5934456800000001,3.174092643675244,2.089491998661107,(1+0j),(0.2529033849264878+3.1549055558715215j),(1.7679126407477825+0j),(1.5165574343387378+0j),(1+0j),(1.3072737515501316+1.206673641282293j)
213,0.59407007,3.1707565528572297,2.0872958639373973,(1+0j),(0.25174619925558694+3.16238413339898j),(1.7678790380253846+0j),(1.5165320760319674+0j),(1+0j),(1.3084599380969837+1.2084375078377763j)
214,0.5946944,3.1674277869589043,2.0851045511778823,(1+0j),(0.25058912478304+3.1698619922815996j),(1.767845532990981+0j),(1.5165067929456466+0j),(1+0j),(1.309645120070366+1.210198833143167j)
215,0.59531873,3.1641060030294246,2.0829178346194483,(1+0j),(0.24943205031049293+3.1773398511642204j),(1.767812121981409+0j),(1.5164815823059492+0j),(1+0j),(1.3108294126424003+1.2119577957742287j)
216,0.59594305,3.1607912321636324,2.0807357347316997,(1+0j),(0.2482749943710049+3.1848175902727007j),(1.7677788051023406+0j),(1.5164564441832675+0j),(1+0j),(1.312012798015148+1.2137143765254377j)
217,0.59656738,3.1574833463218406,2.0785581672266424,(1+0j),(0.247117919898458+3.19229544915532j),(1.7677455808616014+0j),(1.516431377442479+0j),(1+0j),(1.3131953152533749+1.215468640527164j)
218,0.5971917099999999,3.154182376893432,2.0763851527677772,(1+0j),(0.24596084542591107+3.1997733080379396j),(1.7677124493710452+0j),(1.5164063821588145+0j),(1+0j),(1.3143769465557027+1.2172205684308746j)
219,0.5978160400000001,3.1508883022089087,2.074216677090163,(1+0j),(0.24480377095336375+3.2072511669205617j),(1.7676794102104485+0j),(1.5163814580061044+0j),(1+0j),(1.3155576930878288+1.218970168990696j)
220,0.59844037,3.1476011006892017,2.0720527259883887,(1+0j),(0.24364669648081685+3.214729025803181j),(1.7676464629618913+0j),(1.5163566046599926+0j),(1+0j),(1.3167375560204853+1.220717450909089j)
221,0.5990647,3.1443207508451976,2.0698932853162604,(1+0j),(0.24248962200826993+3.2222068846858005j),(1.767613607209743+0j),(1.5163318217979218+0j),(1+0j),(1.3179165365293064+1.2224624228372556j)
222,0.5996889599999999,3.141047597922852,2.067738582347756,(1+0j),(0.24133267726713606+3.2296839051494395j),(1.7675808462091385+0j),(1.5163071118659948+0j),(1+0j),(1.3190945037553274+1.2242048981156615j)
223,0.6003132900000001,3.1377808865581716,2.065588119829897,(1+0j),(0.24025202139992977+3.2369306296352116j),(1.7675481722018553+0j),(1.5162824690036627+0j),(1+0j),(1.3202436174291488+1.2258838395062048j)
224,0.60093756,3.134521275902364,2.063442331679185,(1+0j),(0.23924733187452+3.24394720531644j),(1.7675155915847927+0j),(1.5162578980266581+0j),(1+0j),(1.3213638877159701+1.2274995689959909j)
225,0.6015618899999999,3.1312681182460764,2.0613007915112442,(1+0j),(0.23824254578613008+3.2509644553766095j),(1.767483097688566+0j),(1.5162333938963852+0j),(1+0j),(1.3224834505095326+1.2291134736408469j)
226,0.60218616,3.1280220178239455,2.059163897091225,(1+0j),(0.23723785626071991+3.2579810310578408j),(1.767450696354373+0j),(1.5162089610090148+0j),(1+0j),(1.3236020918402895+1.2307252501120103j)
227,0.6028104200000001,3.1247826925567295,2.0570314627275352,(1+0j),(0.23623318282913985+3.2649974943425812j),(1.767418384569938+0j),(1.5161845970841252+0j),(1+0j),(1.3247199026596737+1.232335034669353j)
228,0.60343469,3.121550017797043,2.054903406365318,(1+0j),(0.23522849330372989+3.2720140700238107j),(1.767386160900155+0j),(1.5161603010309497+0j),(1+0j),(1.325836920000028+1.233942885684516j)
229,0.60405902,3.118323714972178,2.0527795446213184,(1+0j),(0.23422370721533994+3.2790313200839805j),(1.7673540223812179+0j),(1.5161360706064644+0j),(1+0j),(1.3269532344123325+1.2355489383678862j)
230,0.6046832900000001,3.115104383501077,2.0506602720905347,(1+0j),(0.2332190176899298+3.2860478957652113j),(1.7673219747947302+0j),(1.5161119101610765+0j),(1+0j),(1.3280686325569548+1.2371528907502782j)
231,0.6053075,3.111892000857173,2.048545573943822,(1+0j),(0.23221442472749995+3.2930637970675j),(1.7672900177219817+0j),(1.5160878193702059+0j),(1+0j),(1.3291831158908298+1.238754750078382j)
232,0.60593176,3.108685980264268,2.0464350639088464,(1+0j),(0.2312097512959199+3.3000802603522406j),(1.767258145138039+0j),(1.516063793683474+0j),(1+0j),(1.3302968820555547+1.2403548053322526j)
233,0.60655603,3.105486507666659,2.044328864391967,(1+0j),(0.23020506177050992+3.3070968360334705j),(1.7672263587085355+0j),(1.516039834348238+0j),(1+0j),(1.3314098607953673+1.2419529603220203j)
234,0.6071803,3.1022936141189907,2.0422269958363275,(1+0j),(0.22920037224509995+3.3141134117147004j),(1.7671946585576357+0j),(1.5160159414497618+0j),(1+0j),(1.3325220354895382+1.243549195979026j)
235,0.6078045,3.0991076362693155,2.0401296798559407,(1+0j),(0.2281957953765+3.3211292006204998j),(1.7671630478404654+0j),(1.5159921173575663+0j),(1+0j),(1.333633282791884+1.2451433401796588j)
236,0.60842877,3.095927839357191,2.038036432761061,(1+0j),(0.22719110585109004+3.3281457763017297j),(1.767131519084247+0j),(1.5159683564313704+0j),(1+0j),(1.3347438531696656+1.246735756976239j)
237,0.6090529800000001,3.0927548656093156,2.0359476773268557,(1+0j),(0.22618651288865985+3.335161677604021j),(1.7671000784758875+0j),(1.5159446633256148+0j),(1+0j),(1.335853516564384+1.2483261211833914j)
238,0.60967719,3.0895883890766083,2.033863198982399,(1+0j),(0.22518191992623+3.34217757890631j),(1.7670687226022612+0j),(1.5159210354598585+0j),(1+0j),(1.3369623809841626+1.24991459237846j)
239,0.61030145,3.086428136962239,2.0317828181466715,(1+0j),(0.22424922220389995+3.3491111410294505j),(1.7670374485851588+0j),(1.515897470657305+0j),(1+0j),(1.3380694279684502+1.2514713627805933j)
240,0.61092566,3.083274595650235,2.0297068550042567,(1+0j),(0.2233936687421199+3.355955379588061j),(1.7670062610596575+0j),(1.5158739724023866+0j),(1+0j),(1.3391743873565645+1.2529941624004919j)
241,0.61154987,3.0801274919882706,2.027635129740114,(1+0j),(0.2225381152803399+3.3627996181466706j),(1.7669751571448304+0j),(1.5158505385162755+0j),(1+0j),(1.3402785307078955+1.2545152149719727j)
242,0.61217407,3.0769868565469514,2.0255676624787458,(1+0j),(0.22168257552473997+3.3696437470588703j),(1.7669441369662986+0j),(1.5158271690856007+0j),(1+0j),(1.3413818417978693+1.2560345019068166j)
243,0.61279828,3.073852569084974,2.023504374065802,(1+0j),(0.22082702206295993+3.3764879856174805j),(1.7669131991614566+0j),(1.5158038630758903+0j),(1+0j),(1.3424843574204728+1.2575520775918985j)
244,0.61342249,3.07072466043567,2.021445284798736,(1+0j),(0.21997146860117991+3.383332224176091j),(1.7668823438612027+0j),(1.5157806205778956+0j),(1+0j),(1.3435860613346438+1.2590679233510642j)
245,0.61404663,3.067603460846049,2.019390612077783,(1+0j),(0.21911601108265993+3.3901756952098308j),(1.7668515741471305+0j),(1.515757443904827+0j),(1+0j),(1.3446868315689136+1.260581875132347j)
246,0.61467084,3.0644882508317024,2.017339882269346,(1+0j),(0.21826045762087992+3.3970199337684406j),(1.766820882754531+0j),(1.5157343275768853+0j),(1+0j),(1.345786916472932+1.262094278145988j)
247,0.61529498,3.061379709791965,2.015293542619184,(1+0j),(0.2174050001023599+3.4038634048021805j),(1.7667902762061654+0j),(1.5157112764991674+0j),(1+0j),(1.3468860707511432+1.2636047987725807j)
248,0.61591919,3.0582771212386697,2.013251121466113,(1+0j),(0.21654944664058007+3.4107076433607895j),(1.76675974727777+0j),(1.5156882852230626+0j),(1+0j),(1.3479845423870562+1.2651137813943303j)
249,0.61654333,3.055181161896364,2.011213064295092,(1+0j),(0.21569398912206006+3.4175511143945294j),(1.7667293024594886+0j),(1.5156653586286153+0j),(1+0j),(1.3490820864432258+1.2666208931009892j)
250,0.61716748,3.052091414973539,2.0091790967340017,(1+0j),(0.21483851789736+3.42439469507468j),(1.7666989374822895+0j),(1.5156424934931945+0j),(1+0j),(1.3501788451445333+1.2681263328148602j)
251,0.61779169,3.0490076150244967,2.0071490440410424,(1+0j),(0.21398296443558+3.4312389336332902j),(1.7666686495739166+0j),(1.5156196877219026+0j),(1+0j),(1.3512749076440542+1.2696302263229509j)
252,0.61841583,3.045930385237476,2.005123316458442,(1+0j),(0.21312750691706+3.43808240466703j),(1.7666384446889518+0j),(1.5155969457907643+0j),(1+0j),(1.3523700471173747+1.2711322659043751j)
253,0.61903998,3.042859311459743,2.003101641351177,(1+0j),(0.21227203569235992+3.4449259853471803j),(1.7666083185948747+0j),(1.5155742645053276+0j),(1+0j),(1.353464405474713+1.2726326497440876j)
254,0.61966412,3.039794473349293,2.001084071157775,(1+0j),(0.21141657817383994+3.4517694563809203j),(1.7665782719094083+0j),(1.5155516443232058+0j),(1+0j),(1.3545579490706834+1.2741313351522034j)
255,0.6202882100000001,3.036736047762141,1.9990707223018147,(1+0j),(0.21056160495796583+3.4584923221368014j),(1.7665483062010716+0j),(1.5155290864176265+0j),(1+0j),(1.3556285913131005+1.275604669412736j)
256,0.62091235,3.0336835260385033,1.997061259934675,(1+0j),(0.20970704782381+3.465075800788j),(1.766518416324416+0j),(1.5155065869077675+0j),(1+0j),(1.3566729163360345+1.2770490805352435j)
257,0.6215365,3.0306370861708896,1.9950558012280855,(1+0j),(0.20885247699789994+3.4716593849200006j),(1.7664886038641514+0j),(1.5154841469793687+0j),(1+0j),(1.3577165377751366+1.2784919710151503j)
258,0.62216058,3.0275970993032915,1.9930545905045929,(1+0j),(0.20799800201426805+3.4782422306863996j),(1.7664588722899324+0j),(1.515461769236565+0j),(1+0j),(1.3587593231628894+1.279933160859506j)
259,0.62278473,3.0245628650992344,1.991057166735607,(1+0j),(0.20714343118835798+3.4848258148184j),(1.7664292145935088+0j),(1.5154394483972768+0j),(1+0j),(1.3598015076204248+1.2813729780740746j)
260,0.62340881,3.0215350458535437,1.9890639659070586,(1+0j),(0.20628895620472595+3.4914086605848005j),(1.7663996370905168+0j),(1.5154171892075343+0j),(1+0j),(1.3608428585718015+1.2828111043801993j)
261,0.6240329,3.018513234332442,1.9870747199386443,(1+0j),(0.20543446752934+3.497991611832j),(1.766370135643407+0j),(1.5153949885461715+0j),(1+0j),(1.3618835107996492+1.284247729006611j)
262,0.6246570400000001,3.0154972195764462,1.9850892899566133,(1+0j),(0.20457991039518386+3.504575090483201j),(1.7663407080391182+0j),(1.5153728447408474+0j),(1+0j),(1.3629235320882431+1.2856829484459644j)
263,0.62528113,3.0124874667317294,1.9831079821647586,(1+0j),(0.20372542171979804+3.5111580417303996j),(1.7663113586610684+0j),(1.5153507610829156+0j),(1+0j),(1.3639627569919526+1.2871165373583273j)
264,0.62590521,3.0094837640173235,1.981130657148548,(1+0j),(0.202870946736166+3.5177408874968j),(1.7662820852874834+0j),(1.5153287358933778+0j),(1+0j),(1.3650012534065037+1.288548592434589j)
