X,CH1,
Second,Volt,
-4.7769041e+00,1.08000e-02,
-4.7761717e+00,1.10000e-02,
-4.7754393e+00,1.10000e-02,
-4.7747068e+00,1.10000e-02,
-4.7739744e+00,1.10000e-02,
-4.7732420e+00,1.10000e-02,
-4.7725096e+00,1.12000e-02,
-4.7717772e+00,1.12000e-02,
-4.7710447e+00,1.10000e-02,
-4.7703123e+00,1.10000e-02,
-4.7695799e+00,1.10000e-02,
-4.7688475e+00,1.10000e-02,
-4.7681150e+00,1.10000e-02,
-4.7673826e+00,1.10000e-02,
-4.7666502e+00,1.10000e-02,
-4.7659178e+00,1.08000e-02,
-4.7651854e+00,1.12000e-02,
-4.7644529e+00,1.10000e-02,
-4.7637205e+00,1.10000e-02,
-4.7629881e+00,1.10000e-02,
-4.7622557e+00,1.10000e-02,
-4.7615232e+00,1.10000e-02,
-4.7607908e+00,1.10000e-02,
-4.7600584e+00,1.10000e-02,
-4.7593260e+00,1.12000e-02,
-4.7585936e+00,1.10000e-02,
-4.7578611e+00,1.12000e-02,
-4.7571287e+00,1.10000e-02,
-4.7563963e+00,1.12000e-02,
-4.7556639e+00,1.12000e-02,
-4.7549314e+00,1.12000e-02,
-4.7541990e+00,1.10000e-02,
-4.7534666e+00,1.10000e-02,
-4.7527342e+00,1.10000e-02,
-4.7520018e+00,1.12000e-02,
-4.7512693e+00,1.14000e-02,
-4.7505369e+00,1.10000e-02,
-4.7498045e+00,1.10000e-02,
-4.7490721e+00,1.10000e-02,
-4.7483397e+00,1.12000e-02,
-4.7476072e+00,1.10000e-02,
-4.7468748e+00,1.12000e-02,
-4.7461424e+00,1.12000e-02,
-4.7454100e+00,1.12000e-02,
-4.7446775e+00,1.14000e-02,
-4.7439451e+00,1.14000e-02,
-4.7432127e+00,1.12000e-02,
-4.7424803e+00,1.12000e-02,
-4.7417479e+00,1.10000e-02,
-4.7410154e+00,1.12000e-02,
-4.7402830e+00,1.14000e-02,
-4.7395506e+00,1.12000e-02,
-4.7388182e+00,1.14000e-02,
-4.7380857e+00,1.14000e-02,
-4.7373533e+00,1.14000e-02,
-4.7366209e+00,1.14000e-02,
-4.7358885e+00,1.14000e-02,
-4.7351561e+00,1.14000e-02,
-4.7344236e+00,1.14000e-02,
-4.7336912e+00,1.14000e-02,
-4.7329588e+00,1.14000e-02,
-4.7322264e+00,1.14000e-02,
-4.7314939e+00,1.14000e-02,
-4.7307615e+00,1.14000e-02,
-4.7300291e+00,1.16000e-02,
-4.7292967e+00,1.14000e-02,
-4.7285643e+00,1.14000e-02,
-4.7278318e+00,1.12000e-02,
-4.7270994e+00,1.14000e-02,
-4.7263670e+00,1.12000e-02,
-4.7256346e+00,1.14000e-02,
-4.7249022e+00,1.12000e-02,
-4.7241697e+00,1.12000e-02,
-4.7234373e+00,1.12000e-02,
-4.7227049e+00,1.14000e-02,
-4.7219725e+00,1.14000e-02,
-4.7212400e+00,1.14000e-02,
-4.7205076e+00,1.14000e-02,
-4.7197752e+00,1.14000e-02,
-4.7190428e+00,1.14000e-02,
-4.7183104e+00,1.14000e-02,
-4.7175779e+00,1.12000e-02,
-4.7168455e+00,1.14000e-02,
-4.7161131e+00,1.14000e-02,
-4.7153807e+00,1.14000e-02,
-4.7146482e+00,1.14000e-02,
-4.7139158e+00,1.14000e-02,
-4.7131834e+00,1.14000e-02,
-4.7124510e+00,1.14000e-02,
-4.7117186e+00,1.14000e-02,
-4.7109861e+00,1.14000e-02,
-4.7102537e+00,1.14000e-02,
-4.7095213e+00,1.16000e-02,
-4.7087889e+00,1.14000e-02,
-4.7080564e+00,1.14000e-02,
-4.7073240e+00,1.14000e-02,
-4.7065916e+00,1.14000e-02,
-4.7058592e+00,1.14000e-02,
-4.7051268e+00,1.14000e-02,
-4.7043943e+00,1.14000e-02,
-4.7036619e+00,1.14000e-02,
-4.7029295e+00,1.14000e-02,
-4.7021971e+00,1.16000e-02,
-4.7014647e+00,1.14000e-02,
-4.7007322e+00,1.14000e-02,
-4.6999998e+00,1.14000e-02,
-4.6992674e+00,1.14000e-02,
-4.6985350e+00,1.14000e-02,
-4.6978025e+00,1.14000e-02,
-4.6970701e+00,1.14000e-02,
-4.6963377e+00,1.14000e-02,
-4.6956053e+00,1.14000e-02,
-4.6948729e+00,1.16000e-02,
-4.6941404e+00,1.14000e-02,
-4.6934080e+00,1.14000e-02,
-4.6926756e+00,1.16000e-02,
-4.6919432e+00,1.16000e-02,
-4.6912107e+00,1.14000e-02,
-4.6904783e+00,1.16000e-02,
-4.6897459e+00,1.14000e-02,
-4.6890135e+00,1.16000e-02,
-4.6882811e+00,1.16000e-02,
-4.6875486e+00,1.14000e-02,
-4.6868162e+00,1.16000e-02,
-4.6860838e+00,1.14000e-02,
-4.6853514e+00,1.14000e-02,
-4.6846189e+00,1.16000e-02,
-4.6838865e+00,1.14000e-02,
-4.6831541e+00,1.14000e-02,
-4.6824217e+00,1.16000e-02,
-4.6816893e+00,1.16000e-02,
-4.6809568e+00,1.16000e-02,
-4.6802244e+00,1.16000e-02,
-4.6794920e+00,1.16000e-02,
-4.6787596e+00,1.16000e-02,
-4.6780272e+00,1.16000e-02,
-4.6772947e+00,1.18000e-02,
-4.6765623e+00,1.16000e-02,
-4.6758299e+00,1.16000e-02,
-4.6750975e+00,1.14000e-02,
-4.6743650e+00,1.16000e-02,
-4.6736326e+00,1.14000e-02,
-4.6729002e+00,1.18000e-02,
-4.6721678e+00,1.14000e-02,
-4.6714354e+00,1.18000e-02,
-4.6707029e+00,1.18000e-02,
-4.6699705e+00,1.18000e-02,
-4.6692381e+00,1.16000e-02,
-4.6685057e+00,1.16000e-02,
-4.6677732e+00,1.16000e-02,
-4.6670408e+00,1.16000e-02,
-4.6663084e+00,1.16000e-02,
-4.6655760e+00,1.16000e-02,
-4.6648436e+00,1.14000e-02,
-4.6641111e+00,1.16000e-02,
-4.6633787e+00,1.16000e-02,
-4.6626463e+00,1.14000e-02,
-4.6619139e+00,1.14000e-02,
-4.6611814e+00,1.18000e-02,
-4.6604490e+00,1.16000e-02,
-4.6597166e+00,1.16000e-02,
-4.6589842e+00,1.16000e-02,
-4.6582518e+00,1.16000e-02,
-4.6575193e+00,1.16000e-02,
-4.6567869e+00,1.16000e-02,
-4.6560545e+00,1.16000e-02,
-4.6553221e+00,1.18000e-02,
-4.6545897e+00,1.18000e-02,
-4.6538572e+00,1.16000e-02,
-4.6531248e+00,1.16000e-02,
-4.6523924e+00,1.16000e-02,
-4.6516600e+00,1.18000e-02,
-4.6509275e+00,1.18000e-02,
-4.6501951e+00,1.18000e-02,
-4.6494627e+00,1.16000e-02,
-4.6487303e+00,1.16000e-02,
-4.6479979e+00,1.16000e-02,
-4.6472654e+00,1.16000e-02,
-4.6465330e+00,1.18000e-02,
-4.6458006e+00,1.18000e-02,
-4.6450682e+00,1.16000e-02,
-4.6443357e+00,1.16000e-02,
-4.6436033e+00,1.18000e-02,
-4.6428709e+00,1.18000e-02,
-4.6421385e+00,1.18000e-02,
-4.6414061e+00,1.16000e-02,
-4.6406736e+00,1.18000e-02,
-4.6399412e+00,1.16000e-02,
-4.6392088e+00,1.16000e-02,
-4.6384764e+00,1.16000e-02,
-4.6377439e+00,1.18000e-02,
-4.6370115e+00,1.16000e-02,
-4.6362791e+00,1.18000e-02,
-4.6355467e+00,1.16000e-02,
-4.6348143e+00,1.18000e-02,
-4.6340818e+00,1.16000e-02,
-4.6333494e+00,1.18000e-02,
-4.6326170e+00,1.18000e-02,
-4.6318846e+00,1.18000e-02,
-4.6311522e+00,1.16000e-02,
-4.6304197e+00,1.18000e-02,
-4.6296873e+00,1.18000e-02,
-4.6289549e+00,1.18000e-02,
-4.6282225e+00,1.16000e-02,
-4.6274900e+00,1.18000e-02,
-4.6267576e+00,1.16000e-02,
-4.6260252e+00,1.16000e-02,
-4.6252928e+00,1.18000e-02,
-4.6245604e+00,1.16000e-02,
-4.6238279e+00,1.16000e-02,
-4.6230955e+00,1.18000e-02,
-4.6223631e+00,1.18000e-02,
-4.6216307e+00,1.18000e-02,
-4.6208982e+00,1.18000e-02,
-4.6201658e+00,1.18000e-02,
-4.6194334e+00,1.18000e-02,
-4.6187010e+00,1.18000e-02,
-4.6179686e+00,1.18000e-02,
-4.6172361e+00,1.20000e-02,
-4.6165037e+00,1.20000e-02,
-4.6157713e+00,1.18000e-02,
-4.6150389e+00,1.18000e-02,
-4.6143064e+00,1.18000e-02,
-4.6135740e+00,1.18000e-02,
-4.6128416e+00,1.20000e-02,
-4.6121092e+00,1.20000e-02,
-4.6113768e+00,1.20000e-02,
-4.6106443e+00,1.20000e-02,
-4.6099119e+00,1.20000e-02,
-4.6091795e+00,1.18000e-02,
-4.6084471e+00,1.20000e-02,
-4.6077147e+00,1.22000e-02,
-4.6069822e+00,1.22000e-02,
-4.6062498e+00,1.20000e-02,
-4.6055174e+00,1.20000e-02,
-4.6047850e+00,1.18000e-02,
-4.6040525e+00,1.20000e-02,
-4.6033201e+00,1.18000e-02,
-4.6025877e+00,1.22000e-02,
-4.6018553e+00,1.18000e-02,
-4.6011229e+00,1.18000e-02,
-4.6003904e+00,1.20000e-02,
-4.5996580e+00,1.22000e-02,
-4.5989256e+00,1.20000e-02,
-4.5981932e+00,1.22000e-02,
-4.5974607e+00,1.20000e-02,
-4.5967283e+00,1.22000e-02,
-4.5959959e+00,1.22000e-02,
-4.5952635e+00,1.18000e-02,
-4.5945311e+00,1.20000e-02,
-4.5937986e+00,1.20000e-02,
-4.5930662e+00,1.22000e-02,
-4.5923338e+00,1.22000e-02,
-4.5916014e+00,1.20000e-02,
-4.5908689e+00,1.22000e-02,
-4.5901365e+00,1.18000e-02,
-4.5894041e+00,1.22000e-02,
-4.5886717e+00,1.20000e-02,
-4.5879393e+00,1.22000e-02,
-4.5872068e+00,1.20000e-02,
-4.5864744e+00,1.22000e-02,
-4.5857420e+00,1.22000e-02,
-4.5850096e+00,1.22000e-02,
-4.5842772e+00,1.24000e-02,
-4.5835447e+00,1.22000e-02,
-4.5828123e+00,1.22000e-02,
-4.5820799e+00,1.22000e-02,
-4.5813475e+00,1.22000e-02,
-4.5806150e+00,1.22000e-02,
-4.5798826e+00,1.22000e-02,
-4.5791502e+00,1.22000e-02,
-4.5784178e+00,1.22000e-02,
-4.5776854e+00,1.22000e-02,
-4.5769529e+00,1.24000e-02,
-4.5762205e+00,1.24000e-02,
-4.5754881e+00,1.22000e-02,
-4.5747557e+00,1.22000e-02,
-4.5740232e+00,1.22000e-02,
-4.5732908e+00,1.24000e-02,
-4.5725584e+00,1.22000e-02,
-4.5718260e+00,1.24000e-02,
-4.5710936e+00,1.22000e-02,
-4.5703611e+00,1.22000e-02,
-4.5696287e+00,1.24000e-02,
-4.5688963e+00,1.24000e-02,
-4.5681639e+00,1.24000e-02,
-4.5674314e+00,1.24000e-02,
-4.5666990e+00,1.22000e-02,
-4.5659666e+00,1.22000e-02,
-4.5652342e+00,1.22000e-02,
-4.5645018e+00,1.22000e-02,
-4.5637693e+00,1.22000e-02,
-4.5630369e+00,1.22000e-02,
-4.5623045e+00,1.22000e-02,
-4.5615721e+00,1.22000e-02,
-4.5608397e+00,1.22000e-02,
-4.5601072e+00,1.22000e-02,
-4.5593748e+00,1.24000e-02,
-4.5586424e+00,1.22000e-02,
-4.5579100e+00,1.22000e-02,
-4.5571775e+00,1.24000e-02,
-4.5564451e+00,1.22000e-02,
-4.5557127e+00,1.22000e-02,
-4.5549803e+00,1.22000e-02,
-4.5542479e+00,1.22000e-02,
-4.5535154e+00,1.22000e-02,
-4.5527830e+00,1.24000e-02,
-4.5520506e+00,1.24000e-02,
-4.5513182e+00,1.24000e-02,
-4.5505857e+00,1.24000e-02,
-4.5498533e+00,1.22000e-02,
-4.5491209e+00,1.22000e-02,
-4.5483885e+00,1.24000e-02,
-4.5476561e+00,1.24000e-02,
-4.5469236e+00,1.24000e-02,
-4.5461912e+00,1.22000e-02,
-4.5454588e+00,1.24000e-02,
-4.5447264e+00,1.22000e-02,
-4.5439939e+00,1.26000e-02,
-4.5432615e+00,1.24000e-02,
-4.5425291e+00,1.24000e-02,
-4.5417967e+00,1.24000e-02,
-4.5410643e+00,1.24000e-02,
-4.5403318e+00,1.24000e-02,
-4.5395994e+00,1.26000e-02,
-4.5388670e+00,1.24000e-02,
-4.5381346e+00,1.26000e-02,
-4.5374022e+00,1.24000e-02,
-4.5366697e+00,1.24000e-02,
-4.5359373e+00,1.24000e-02,
-4.5352049e+00,1.26000e-02,
-4.5344725e+00,1.26000e-02,
-4.5337400e+00,1.24000e-02,
-4.5330076e+00,1.26000e-02,
-4.5322752e+00,1.26000e-02,
-4.5315428e+00,1.24000e-02,
-4.5308104e+00,1.24000e-02,
-4.5300779e+00,1.26000e-02,
-4.5293455e+00,1.24000e-02,
-4.5286131e+00,1.24000e-02,
-4.5278807e+00,1.26000e-02,
-4.5271482e+00,1.24000e-02,
-4.5264158e+00,1.24000e-02,
-4.5256834e+00,1.24000e-02,
-4.5249510e+00,1.24000e-02,
-4.5242186e+00,1.26000e-02,
-4.5234861e+00,1.26000e-02,
-4.5227537e+00,1.26000e-02,
-4.5220213e+00,1.26000e-02,
-4.5212889e+00,1.24000e-02,
-4.5205564e+00,1.24000e-02,
-4.5198240e+00,1.26000e-02,
-4.5190916e+00,1.26000e-02,
-4.5183592e+00,1.26000e-02,
-4.5176268e+00,1.28000e-02,
-4.5168943e+00,1.26000e-02,
-4.5161619e+00,1.26000e-02,
-4.5154295e+00,1.26000e-02,
-4.5146971e+00,1.28000e-02,
-4.5139647e+00,1.26000e-02,
-4.5132322e+00,1.28000e-02,
-4.5124998e+00,1.26000e-02,
-4.5117674e+00,1.26000e-02,
-4.5110350e+00,1.26000e-02,
-4.5103025e+00,1.26000e-02,
-4.5095701e+00,1.26000e-02,
-4.5088377e+00,1.26000e-02,
-4.5081053e+00,1.26000e-02,
-4.5073729e+00,1.26000e-02,
-4.5066404e+00,1.26000e-02,
-4.5059080e+00,1.30000e-02,
-4.5051756e+00,1.28000e-02,
-4.5044432e+00,1.26000e-02,
-4.5037107e+00,1.26000e-02,
-4.5029783e+00,1.26000e-02,
-4.5022459e+00,1.26000e-02,
-4.5015135e+00,1.26000e-02,
-4.5007811e+00,1.30000e-02,
-4.5000486e+00,1.28000e-02,
-4.4993162e+00,1.26000e-02,
-4.4985838e+00,1.26000e-02,
-4.4978514e+00,1.28000e-02,
-4.4971189e+00,1.26000e-02,
-4.4963865e+00,1.26000e-02,
-4.4956541e+00,1.28000e-02,
-4.4949217e+00,1.26000e-02,
-4.4941893e+00,1.28000e-02,
-4.4934568e+00,1.26000e-02,
-4.4927244e+00,1.28000e-02,
-4.4919920e+00,1.30000e-02,
-4.4912596e+00,1.30000e-02,
-4.4905272e+00,1.26000e-02,
-4.4897947e+00,1.30000e-02,
-4.4890623e+00,1.30000e-02,
-4.4883299e+00,1.28000e-02,
-4.4875975e+00,1.30000e-02,
-4.4868650e+00,1.28000e-02,
-4.4861326e+00,1.26000e-02,
-4.4854002e+00,1.26000e-02,
-4.4846678e+00,1.28000e-02,
-4.4839354e+00,1.30000e-02,
-4.4832029e+00,1.28000e-02,
-4.4824705e+00,1.30000e-02,
-4.4817381e+00,1.28000e-02,
-4.4810057e+00,1.28000e-02,
-4.4802732e+00,1.28000e-02,
-4.4795408e+00,1.28000e-02,
-4.4788084e+00,1.28000e-02,
-4.4780760e+00,1.30000e-02,
-4.4773436e+00,1.30000e-02,
-4.4766111e+00,1.30000e-02,
-4.4758787e+00,1.30000e-02,
-4.4751463e+00,1.26000e-02,
-4.4744139e+00,1.28000e-02,
-4.4736814e+00,1.32000e-02,
-4.4729490e+00,1.28000e-02,
-4.4722166e+00,1.30000e-02,
-4.4714842e+00,1.30000e-02,
-4.4707518e+00,1.30000e-02,
-4.4700193e+00,1.30000e-02,
-4.4692869e+00,1.30000e-02,
-4.4685545e+00,1.30000e-02,
-4.4678221e+00,1.30000e-02,
-4.4670897e+00,1.30000e-02,
-4.4663572e+00,1.30000e-02,
-4.4656248e+00,1.30000e-02,
-4.4648924e+00,1.30000e-02,
-4.4641600e+00,1.30000e-02,
-4.4634275e+00,1.30000e-02,
-4.4626951e+00,1.30000e-02,
-4.4619627e+00,1.28000e-02,
-4.4612303e+00,1.30000e-02,
-4.4604979e+00,1.30000e-02,
-4.4597654e+00,1.28000e-02,
-4.4590330e+00,1.30000e-02,
-4.4583006e+00,1.30000e-02,
-4.4575682e+00,1.30000e-02,
-4.4568357e+00,1.30000e-02,
-4.4561033e+00,1.30000e-02,
-4.4553709e+00,1.30000e-02,
-4.4546385e+00,1.30000e-02,
-4.4539061e+00,1.30000e-02,
-4.4531736e+00,1.30000e-02,
-4.4524412e+00,1.30000e-02,
-4.4517088e+00,1.30000e-02,
-4.4509764e+00,1.30000e-02,
-4.4502439e+00,1.32000e-02,
-4.4495115e+00,1.32000e-02,
-4.4487791e+00,1.32000e-02,
-4.4480467e+00,1.32000e-02,
-4.4473143e+00,1.32000e-02,
-4.4465818e+00,1.28000e-02,
-4.4458494e+00,1.30000e-02,
-4.4451170e+00,1.30000e-02,
-4.4443846e+00,1.32000e-02,
-4.4436522e+00,1.30000e-02,
-4.4429197e+00,1.30000e-02,
-4.4421873e+00,1.32000e-02,
-4.4414549e+00,1.32000e-02,
-4.4407225e+00,1.30000e-02,
-4.4399900e+00,1.30000e-02,
-4.4392576e+00,1.32000e-02,
-4.4385252e+00,1.32000e-02,
-4.4377928e+00,1.32000e-02,
-4.4370604e+00,1.32000e-02,
-4.4363279e+00,1.30000e-02,
-4.4355955e+00,1.32000e-02,
-4.4348631e+00,1.32000e-02,
-4.4341307e+00,1.32000e-02,
-4.4333982e+00,1.32000e-02,
-4.4326658e+00,1.32000e-02,
-4.4319334e+00,1.32000e-02,
-4.4312010e+00,1.32000e-02,
-4.4304686e+00,1.32000e-02,
-4.4297361e+00,1.32000e-02,
-4.4290037e+00,1.32000e-02,
-4.4282713e+00,1.32000e-02,
-4.4275389e+00,1.32000e-02,
-4.4268064e+00,1.32000e-02,
-4.4260740e+00,1.30000e-02,
-4.4253416e+00,1.32000e-02,
-4.4246092e+00,1.32000e-02,
-4.4238768e+00,1.30000e-02,
-4.4231443e+00,1.32000e-02,
-4.4224119e+00,1.32000e-02,
-4.4216795e+00,1.32000e-02,
-4.4209471e+00,1.32000e-02,
-4.4202147e+00,1.32000e-02,
-4.4194822e+00,1.32000e-02,
-4.4187498e+00,1.34000e-02,
-4.4180174e+00,1.34000e-02,
-4.4172850e+00,1.32000e-02,
-4.4165525e+00,1.32000e-02,
-4.4158201e+00,1.34000e-02,
-4.4150877e+00,1.34000e-02,
-4.4143553e+00,1.32000e-02,
-4.4136229e+00,1.34000e-02,
-4.4128904e+00,1.34000e-02,
-4.4121580e+00,1.34000e-02,
-4.4114256e+00,1.32000e-02,
-4.4106932e+00,1.34000e-02,
-4.4099607e+00,1.34000e-02,
-4.4092283e+00,1.34000e-02,
-4.4084959e+00,1.34000e-02,
-4.4077635e+00,1.34000e-02,
-4.4070311e+00,1.32000e-02,
-4.4062986e+00,1.32000e-02,
-4.4055662e+00,1.32000e-02,
-4.4048338e+00,1.32000e-02,
-4.4041014e+00,1.32000e-02,
-4.4033689e+00,1.34000e-02,
-4.4026365e+00,1.32000e-02,
-4.4019041e+00,1.34000e-02,
-4.4011717e+00,1.32000e-02,
-4.4004393e+00,1.34000e-02,
-4.3997068e+00,1.32000e-02,
-4.3989744e+00,1.34000e-02,
-4.3982420e+00,1.32000e-02,
-4.3975096e+00,1.34000e-02,
-4.3967772e+00,1.34000e-02,
-4.3960447e+00,1.34000e-02,
-4.3953123e+00,1.32000e-02,
-4.3945799e+00,1.34000e-02,
-4.3938475e+00,1.34000e-02,
-4.3931150e+00,1.34000e-02,
-4.3923826e+00,1.34000e-02,
-4.3916502e+00,1.34000e-02,
-4.3909178e+00,1.34000e-02,
-4.3901854e+00,1.34000e-02,
-4.3894529e+00,1.34000e-02,
-4.3887205e+00,1.34000e-02,
-4.3879881e+00,1.32000e-02,
-4.3872557e+00,1.34000e-02,
-4.3865232e+00,1.34000e-02,
-4.3857908e+00,1.34000e-02,
-4.3850584e+00,1.34000e-02,
-4.3843260e+00,1.34000e-02,
-4.3835936e+00,1.32000e-02,
-4.3828611e+00,1.34000e-02,
-4.3821287e+00,1.34000e-02,
-4.3813963e+00,1.34000e-02,
-4.3806639e+00,1.34000e-02,
-4.3799314e+00,1.36000e-02,
-4.3791990e+00,1.34000e-02,
-4.3784666e+00,1.36000e-02,
-4.3777342e+00,1.34000e-02,
-4.3770018e+00,1.38000e-02,
-4.3762693e+00,1.34000e-02,
-4.3755369e+00,1.38000e-02,
-4.3748045e+00,1.34000e-02,
-4.3740721e+00,1.36000e-02,
-4.3733397e+00,1.34000e-02,
-4.3726072e+00,1.36000e-02,
-4.3718748e+00,1.34000e-02,
-4.3711424e+00,1.34000e-02,
-4.3704100e+00,1.36000e-02,
-4.3696775e+00,1.36000e-02,
-4.3689451e+00,1.36000e-02,
-4.3682127e+00,1.36000e-02,
-4.3674803e+00,1.34000e-02,
-4.3667479e+00,1.38000e-02,
-4.3660154e+00,1.36000e-02,
-4.3652830e+00,1.38000e-02,
-4.3645506e+00,1.34000e-02,
-4.3638182e+00,1.34000e-02,
-4.3630857e+00,1.34000e-02,
-4.3623533e+00,1.38000e-02,
-4.3616209e+00,1.36000e-02,
-4.3608885e+00,1.36000e-02,
-4.3601561e+00,1.34000e-02,
-4.3594236e+00,1.34000e-02,
-4.3586912e+00,1.36000e-02,
-4.3579588e+00,1.38000e-02,
-4.3572264e+00,1.34000e-02,
-4.3564939e+00,1.38000e-02,
-4.3557615e+00,1.34000e-02,
-4.3550291e+00,1.38000e-02,
-4.3542967e+00,1.36000e-02,
-4.3535643e+00,1.36000e-02,
-4.3528318e+00,1.36000e-02,
-4.3520994e+00,1.38000e-02,
-4.3513670e+00,1.36000e-02,
-4.3506346e+00,1.36000e-02,
-4.3499022e+00,1.38000e-02,
-4.3491697e+00,1.38000e-02,
-4.3484373e+00,1.38000e-02,
-4.3477049e+00,1.38000e-02,
-4.3469725e+00,1.38000e-02,
-4.3462400e+00,1.38000e-02,
-4.3455076e+00,1.38000e-02,
-4.3447752e+00,1.38000e-02,
-4.3440428e+00,1.38000e-02,
-4.3433104e+00,1.38000e-02,
-4.3425779e+00,1.36000e-02,
-4.3418455e+00,1.38000e-02,
-4.3411131e+00,1.38000e-02,
-4.3403807e+00,1.38000e-02,
-4.3396482e+00,1.38000e-02,
-4.3389158e+00,1.38000e-02,
-4.3381834e+00,1.38000e-02,
-4.3374510e+00,1.38000e-02,
-4.3367186e+00,1.38000e-02,
-4.3359861e+00,1.40000e-02,
-4.3352537e+00,1.38000e-02,
-4.3345213e+00,1.38000e-02,
-4.3337889e+00,1.38000e-02,
-4.3330564e+00,1.38000e-02,
-4.3323240e+00,1.38000e-02,
-4.3315916e+00,1.40000e-02,
-4.3308592e+00,1.38000e-02,
-4.3301268e+00,1.38000e-02,
-4.3293943e+00,1.38000e-02,
-4.3286619e+00,1.38000e-02,
-4.3279295e+00,1.40000e-02,
-4.3271971e+00,1.38000e-02,
-4.3264647e+00,1.38000e-02,
-4.3257322e+00,1.38000e-02,
-4.3249998e+00,1.38000e-02,
-4.3242674e+00,1.38000e-02,
-4.3235350e+00,1.38000e-02,
-4.3228025e+00,1.38000e-02,
-4.3220701e+00,1.38000e-02,
-4.3213377e+00,1.40000e-02,
-4.3206053e+00,1.38000e-02,
-4.3198729e+00,1.40000e-02,
-4.3191404e+00,1.40000e-02,
-4.3184080e+00,1.40000e-02,
-4.3176756e+00,1.40000e-02,
-4.3169432e+00,1.40000e-02,
-4.3162107e+00,1.40000e-02,
-4.3154783e+00,1.40000e-02,
-4.3147459e+00,1.40000e-02,
-4.3140135e+00,1.40000e-02,
-4.3132811e+00,1.38000e-02,
-4.3125486e+00,1.40000e-02,
-4.3118162e+00,1.40000e-02,
-4.3110838e+00,1.40000e-02,
-4.3103514e+00,1.40000e-02,
-4.3096189e+00,1.40000e-02,
-4.3088865e+00,1.40000e-02,
-4.3081541e+00,1.40000e-02,
-4.3074217e+00,1.40000e-02,
-4.3066893e+00,1.40000e-02,
-4.3059568e+00,1.40000e-02,
-4.3052244e+00,1.40000e-02,
-4.3044920e+00,1.40000e-02,
-4.3037596e+00,1.40000e-02,
-4.3030272e+00,1.40000e-02,
-4.3022947e+00,1.40000e-02,
-4.3015623e+00,1.40000e-02,
-4.3008299e+00,1.40000e-02,
-4.3000975e+00,1.40000e-02,
-4.2993650e+00,1.38000e-02,
-4.2986326e+00,1.38000e-02,
-4.2979002e+00,1.40000e-02,
-4.2971678e+00,1.40000e-02,
-4.2964354e+00,1.42000e-02,
-4.2957029e+00,1.40000e-02,
-4.2949705e+00,1.42000e-02,
-4.2942381e+00,1.42000e-02,
-4.2935057e+00,1.40000e-02,
-4.2927732e+00,1.40000e-02,
-4.2920408e+00,1.42000e-02,
-4.2913084e+00,1.40000e-02,
-4.2905760e+00,1.42000e-02,
-4.2898436e+00,1.42000e-02,
-4.2891111e+00,1.42000e-02,
-4.2883787e+00,1.40000e-02,
-4.2876463e+00,1.40000e-02,
-4.2869139e+00,1.42000e-02,
-4.2861814e+00,1.40000e-02,
-4.2854490e+00,1.42000e-02,
-4.2847166e+00,1.42000e-02,
-4.2839842e+00,1.40000e-02,
-4.2832518e+00,1.42000e-02,
-4.2825193e+00,1.42000e-02,
-4.2817869e+00,1.40000e-02,
-4.2810545e+00,1.40000e-02,
-4.2803221e+00,1.40000e-02,
-4.2795897e+00,1.42000e-02,
-4.2788572e+00,1.42000e-02,
-4.2781248e+00,1.42000e-02,
-4.2773924e+00,1.42000e-02,
-4.2766600e+00,1.42000e-02,
-4.2759275e+00,1.42000e-02,
-4.2751951e+00,1.42000e-02,
-4.2744627e+00,1.42000e-02,
-4.2737303e+00,1.42000e-02,
-4.2729979e+00,1.42000e-02,
-4.2722654e+00,1.42000e-02,
-4.2715330e+00,1.42000e-02,
-4.2708006e+00,1.42000e-02,
-4.2700682e+00,1.42000e-02,
-4.2693357e+00,1.42000e-02,
-4.2686033e+00,1.42000e-02,
-4.2678709e+00,1.40000e-02,
-4.2671385e+00,1.42000e-02,
-4.2664061e+00,1.40000e-02,
-4.2656736e+00,1.44000e-02,
-4.2649412e+00,1.42000e-02,
-4.2642088e+00,1.42000e-02,
-4.2634764e+00,1.42000e-02,
-4.2627439e+00,1.42000e-02,
-4.2620115e+00,1.42000e-02,
-4.2612791e+00,1.42000e-02,
-4.2605467e+00,1.42000e-02,
-4.2598143e+00,1.42000e-02,
-4.2590818e+00,1.42000e-02,
-4.2583494e+00,1.42000e-02,
-4.2576170e+00,1.42000e-02,
-4.2568846e+00,1.42000e-02,
-4.2561522e+00,1.42000e-02,
-4.2554197e+00,1.42000e-02,
-4.2546873e+00,1.42000e-02,
-4.2539549e+00,1.42000e-02,
-4.2532225e+00,1.42000e-02,
-4.2524900e+00,1.46000e-02,
-4.2517576e+00,1.44000e-02,
-4.2510252e+00,1.44000e-02,
-4.2502928e+00,1.44000e-02,
-4.2495604e+00,1.46000e-02,
-4.2488279e+00,1.44000e-02,
-4.2480955e+00,1.44000e-02,
-4.2473631e+00,1.42000e-02,
-4.2466307e+00,1.44000e-02,
-4.2458982e+00,1.42000e-02,
-4.2451658e+00,1.46000e-02,
-4.2444334e+00,1.46000e-02,
-4.2437010e+00,1.44000e-02,
-4.2429686e+00,1.46000e-02,
-4.2422361e+00,1.46000e-02,
-4.2415037e+00,1.46000e-02,
-4.2407713e+00,1.44000e-02,
-4.2400389e+00,1.46000e-02,
-4.2393064e+00,1.46000e-02,
-4.2385740e+00,1.44000e-02,
