GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.45  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 1.510371E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 1.489947E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 2.229357E-6 2.229357E-13 2.229357E+1 1.000000E-2 1.000000E+0
2.000000E-7 2.964373E-6 5.928745E-13 1.482186E+1 1.000000E-2 1.000000E+0
3.000000E-7 3.689564E-6 1.106869E-12 1.229855E+1 1.000000E-2 1.000000E+0
4.000000E-7 4.427423E-6 1.770969E-12 1.106856E+1 1.000000E-2 1.000000E+0
5.000000E-7 5.168126E-6 2.584063E-12 1.033625E+1 1.000000E-2 1.000000E+0
6.000000E-7 5.897454E-6 3.538472E-12 9.829089E+0 1.000000E-2 1.000000E+0
7.000000E-7 6.625747E-6 4.638023E-12 9.465353E+0 1.000000E-2 1.000000E+0
8.000000E-7 7.354040E-6 5.883232E-12 9.192551E+0 1.000000E-2 1.000000E+0
9.000000E-7 8.084144E-6 7.275729E-12 8.982382E+0 1.000000E-2 1.000000E+0
1.000000E-6 8.824330E-6 8.824330E-12 8.824330E+0 1.000000E-2 1.000000E+0
1.100000E-6 9.549004E-6 1.050390E-11 8.680912E+0 1.000000E-2 1.000000E+0
1.200000E-6 1.029979E-5 1.235975E-11 8.583158E+0 1.000000E-2 1.000000E+0
1.300000E-6 1.101826E-5 1.432374E-11 8.475584E+0 1.000000E-2 1.000000E+0
1.400000E-6 1.173854E-5 1.643395E-11 8.384670E+0 1.000000E-2 1.000000E+0
1.500000E-6 1.247976E-5 1.871964E-11 8.319838E+0 1.000000E-2 1.000000E+0
1.600000E-6 1.321141E-5 2.113826E-11 8.257133E+0 1.000000E-2 1.000000E+0
1.700000E-6 1.394850E-5 2.371244E-11 8.204997E+0 1.000000E-2 1.000000E+0
1.800000E-6 1.467834E-5 2.642101E-11 8.154634E+0 1.000000E-2 1.000000E+0
1.900000E-6 1.541542E-5 2.928931E-11 8.113381E+0 1.000000E-2 1.000000E+0
