GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.47  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 1.508042E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 1.492273E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 2.235820E-6 2.235820E-13 2.235820E+1 1.000000E-2 1.000000E+0
2.000000E-7 2.958684E-6 5.917367E-13 1.479342E+1 1.000000E-2 1.000000E+0
3.000000E-7 3.722396E-6 1.116719E-12 1.240799E+1 1.000000E-2 1.000000E+0
4.000000E-7 4.456635E-6 1.782654E-12 1.114159E+1 1.000000E-2 1.000000E+0
5.000000E-7 5.218538E-6 2.609269E-12 1.043708E+1 1.000000E-2 1.000000E+0
6.000000E-7 5.934163E-6 3.560498E-12 9.890272E+0 1.000000E-2 1.000000E+0
7.000000E-7 6.688310E-6 4.681817E-12 9.554728E+0 1.000000E-2 1.000000E+0
8.000000E-7 7.424618E-6 5.939694E-12 9.280772E+0 1.000000E-2 1.000000E+0
9.000000E-7 8.178506E-6 7.360655E-12 9.087228E+0 1.000000E-2 1.000000E+0
1.000000E-6 8.888960E-6 8.888960E-12 8.888960E+0 1.000000E-2 1.000000E+0
1.100000E-6 9.648019E-6 1.061282E-11 8.770926E+0 1.000000E-2 1.000000E+0
1.200000E-6 1.038252E-5 1.245902E-11 8.652097E+0 1.000000E-2 1.000000E+0
1.300000E-6 1.113796E-5 1.447934E-11 8.567658E+0 1.000000E-2 1.000000E+0
1.400000E-6 1.186780E-5 1.661492E-11 8.477000E+0 1.000000E-2 1.000000E+0
1.500000E-6 1.262686E-5 1.894029E-11 8.417906E+0 1.000000E-2 1.000000E+0
1.600000E-6 1.333628E-5 2.133805E-11 8.335175E+0 1.000000E-2 1.000000E+0
1.700000E-6 1.409068E-5 2.395416E-11 8.288638E+0 1.000000E-2 1.000000E+0
1.800000E-6 1.484095E-5 2.671372E-11 8.244974E+0 1.000000E-2 1.000000E+0
1.900000E-6 1.556201E-5 2.956781E-11 8.190530E+0 1.000000E-2 1.000000E+0
