GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.43  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.833588E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.821701E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.844724E-6 6.844724E-13 6.844724E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.864903E-6 1.572981E-12 3.932452E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.909643E-6 2.672893E-12 2.969881E+1 1.000000E-2 1.000000E+0
4.000000E-7 9.928013E-6 3.971205E-12 2.482003E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.097120E-5 5.485601E-12 2.194240E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.197742E-5 7.186452E-12 1.996237E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.299217E-5 9.094519E-12 1.856024E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.402657E-5 1.122125E-11 1.753321E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.502787E-5 1.352509E-11 1.669764E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.607365E-5 1.607365E-11 1.607365E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.707754E-5 1.878529E-11 1.552504E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.812512E-5 2.175015E-11 1.510427E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.915280E-5 2.489864E-11 1.473292E+1 1.000000E-2 1.000000E+0
1.400000E-6 2.014144E-5 2.819802E-11 1.438674E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.118049E-5 3.177074E-11 1.412033E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.218206E-5 3.549129E-11 1.386379E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.323791E-5 3.950445E-11 1.366936E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.423508E-5 4.362315E-11 1.346393E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.528525E-5 4.804198E-11 1.330803E+1 1.000000E-2 1.000000E+0
