GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.47  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 1.443925E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 1.442893E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 2.163430E-6 2.163430E-13 2.163430E+1 1.000000E-2 1.000000E+0
2.000000E-7 2.914991E-6 5.829982E-13 1.457495E+1 1.000000E-2 1.000000E+0
3.000000E-7 3.646386E-6 1.093916E-12 1.215462E+1 1.000000E-2 1.000000E+0
4.000000E-7 4.379592E-6 1.751837E-12 1.094898E+1 1.000000E-2 1.000000E+0
5.000000E-7 5.108919E-6 2.554459E-12 1.021784E+1 1.000000E-2 1.000000E+0
6.000000E-7 5.849363E-6 3.509618E-12 9.748938E+0 1.000000E-2 1.000000E+0
7.000000E-7 6.575329E-6 4.602730E-12 9.393327E+0 1.000000E-2 1.000000E+0
8.000000E-7 7.297676E-6 5.838141E-12 9.122095E+0 1.000000E-2 1.000000E+0
9.000000E-7 8.041223E-6 7.237100E-12 8.934692E+0 1.000000E-2 1.000000E+0
1.000000E-6 8.765379E-6 8.765379E-12 8.765379E+0 1.000000E-2 1.000000E+0
1.100000E-6 9.511253E-6 1.046238E-11 8.646593E+0 1.000000E-2 1.000000E+0
1.200000E-6 1.024859E-5 1.229831E-11 8.540495E+0 1.000000E-2 1.000000E+0
1.300000E-6 1.097792E-5 1.427130E-11 8.444555E+0 1.000000E-2 1.000000E+0
1.400000E-6 1.171242E-5 1.639739E-11 8.366014E+0 1.000000E-2 1.000000E+0
1.500000E-6 1.243244E-5 1.864866E-11 8.288293E+0 1.000000E-2 1.000000E+0
1.600000E-6 1.317909E-5 2.108654E-11 8.236930E+0 1.000000E-2 1.000000E+0
1.700000E-6 1.391643E-5 2.365793E-11 8.186135E+0 1.000000E-2 1.000000E+0
1.800000E-6 1.463619E-5 2.634514E-11 8.131218E+0 1.000000E-2 1.000000E+0
1.900000E-6 1.537302E-5 2.920873E-11 8.091061E+0 1.000000E-2 1.000000E+0
