GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.47  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.534204E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.539896E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.576105E-6 6.576105E-13 6.576105E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.596284E-6 1.519257E-12 3.798142E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.595521E-6 2.578656E-12 2.865174E+1 1.000000E-2 1.000000E+0
4.000000E-7 9.622422E-6 3.848969E-12 2.405606E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.063355E-5 5.316776E-12 2.126711E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.168657E-5 7.011939E-12 1.947761E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.270494E-5 8.893455E-12 1.814991E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.370495E-5 1.096396E-11 1.713119E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.473961E-5 1.326564E-11 1.637734E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.580244E-5 1.580244E-11 1.580244E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.681926E-5 1.850119E-11 1.529024E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.782341E-5 2.138809E-11 1.485284E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.883351E-5 2.448356E-11 1.448731E+1 1.000000E-2 1.000000E+0
1.400000E-6 1.987773E-5 2.782882E-11 1.419838E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.091135E-5 3.136703E-11 1.394090E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.192843E-5 3.508549E-11 1.370527E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.297446E-5 3.905658E-11 1.351439E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.399386E-5 4.318896E-11 1.332992E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.502102E-5 4.753995E-11 1.316896E+1 1.000000E-2 1.000000E+0
