GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.46  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.380378E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.380641E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.410904E-6 6.410904E-13 6.410904E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.414278E-6 1.482856E-12 3.707139E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.457726E-6 2.537318E-12 2.819242E+1 1.000000E-2 1.000000E+0
4.000000E-7 9.447657E-6 3.779063E-12 2.361914E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.047094E-5 5.235469E-12 2.094188E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.149267E-5 6.895602E-12 1.915445E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.252552E-5 8.767862E-12 1.789360E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.355940E-5 1.084752E-11 1.694925E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.457958E-5 1.312162E-11 1.619953E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.557132E-5 1.557132E-11 1.557132E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.659693E-5 1.825662E-11 1.508812E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.760366E-5 2.112440E-11 1.466972E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.865176E-5 2.424729E-11 1.434751E+1 1.000000E-2 1.000000E+0
1.400000E-6 1.964506E-5 2.750308E-11 1.403218E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.067299E-5 3.100949E-11 1.378199E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.169757E-5 3.471611E-11 1.356098E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.274618E-5 3.866851E-11 1.338011E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.375499E-5 4.275898E-11 1.319722E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.474285E-5 4.701142E-11 1.302255E+1 1.000000E-2 1.000000E+0
