GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.44  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.827125E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.870304E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.871868E-6 6.871868E-13 6.871868E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.898511E-6 1.579702E-12 3.949255E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.913519E-6 2.674056E-12 2.971173E+1 1.000000E-2 1.000000E+0
4.000000E-7 9.981269E-6 3.992507E-12 2.495317E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.097715E-5 5.488573E-12 2.195429E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.199629E-5 7.197774E-12 1.999382E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.303276E-5 9.122930E-12 1.861822E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.405216E-5 1.124173E-11 1.756520E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.506562E-5 1.355906E-11 1.673957E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.609148E-5 1.609148E-11 1.609148E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.713002E-5 1.884302E-11 1.557274E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.812253E-5 2.174704E-11 1.510211E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.916598E-5 2.491578E-11 1.474306E+1 1.000000E-2 1.000000E+0
1.400000E-6 2.017453E-5 2.824434E-11 1.441038E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.123323E-5 3.184984E-11 1.415549E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.223634E-5 3.557815E-11 1.389771E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.328108E-5 3.957784E-11 1.369475E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.428601E-5 4.371482E-11 1.349223E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.533075E-5 4.812842E-11 1.333197E+1 1.000000E-2 1.000000E+0
