GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.47  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.661923E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.718801E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.728380E-6 6.728380E-13 6.728380E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.714690E-6 1.542938E-12 3.857345E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.741850E-6 2.622555E-12 2.913950E+1 1.000000E-2 1.000000E+0
4.000000E-7 9.789950E-6 3.915980E-12 2.447488E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.082693E-5 5.413467E-12 2.165387E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.181971E-5 7.091825E-12 1.969951E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.287375E-5 9.011628E-12 1.839108E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.388721E-5 1.110977E-11 1.735901E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.490687E-5 1.341619E-11 1.656319E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.593869E-5 1.593869E-11 1.593869E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.696119E-5 1.865731E-11 1.541926E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.800567E-5 2.160681E-11 1.500473E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.902947E-5 2.473831E-11 1.463805E+1 1.000000E-2 1.000000E+0
1.400000E-6 2.007654E-5 2.810715E-11 1.434038E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.108198E-5 3.162297E-11 1.405465E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.212465E-5 3.539944E-11 1.382791E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.311510E-5 3.929567E-11 1.359712E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.413838E-5 4.344908E-11 1.341021E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.519553E-5 4.787150E-11 1.326080E+1 1.000000E-2 1.000000E+0
