GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.41  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.883225E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.902874E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.907282E-6 6.907282E-13 6.907282E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.912982E-6 1.582596E-12 3.956491E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.966769E-6 2.690031E-12 2.988923E+1 1.000000E-2 1.000000E+0
4.000000E-7 1.000660E-5 4.002638E-12 2.501649E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.101436E-5 5.507182E-12 2.202873E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.201464E-5 7.208781E-12 2.002439E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.308032E-5 9.156221E-12 1.868617E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.408369E-5 1.126695E-11 1.760461E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.510878E-5 1.359790E-11 1.678753E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.609095E-5 1.609095E-11 1.609095E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.715120E-5 1.886632E-11 1.559200E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.816363E-5 2.179635E-11 1.513636E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.918277E-5 2.493760E-11 1.475598E+1 1.000000E-2 1.000000E+0
1.400000E-6 2.018769E-5 2.826277E-11 1.441978E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.121615E-5 3.182422E-11 1.414410E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.226916E-5 3.563065E-11 1.391822E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.325676E-5 3.953649E-11 1.368045E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.427668E-5 4.369802E-11 1.348704E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.531547E-5 4.809940E-11 1.332393E+1 1.000000E-2 1.000000E+0
