GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.45  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.753444E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.740521E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.768974E-6 6.768974E-13 6.768974E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.785017E-6 1.557003E-12 3.892508E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.792269E-6 2.637681E-12 2.930756E+1 1.000000E-2 1.000000E+0
4.000000E-7 9.812966E-6 3.925186E-12 2.453241E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.080160E-5 5.400802E-12 2.160321E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.180317E-5 7.081901E-12 1.967195E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.284093E-5 8.988650E-12 1.834418E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.385413E-5 1.108330E-11 1.731766E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.487508E-5 1.338757E-11 1.652787E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.589630E-5 1.589630E-11 1.589630E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.690329E-5 1.859362E-11 1.536663E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.789813E-5 2.147776E-11 1.491511E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.890280E-5 2.457364E-11 1.454062E+1 1.000000E-2 1.000000E+0
1.400000E-6 1.993151E-5 2.790412E-11 1.423679E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.097367E-5 3.146050E-11 1.398244E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.196127E-5 3.513803E-11 1.372579E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.295275E-5 3.901968E-11 1.350162E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.395845E-5 4.312522E-11 1.331025E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.498148E-5 4.746480E-11 1.314815E+1 1.000000E-2 1.000000E+0
