GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.45  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.495169E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.505512E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.536809E-6 6.536809E-13 6.536809E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.529583E-6 1.505917E-12 3.764792E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.556743E-6 2.567023E-12 2.852248E+1 1.000000E-2 1.000000E+0
4.000000E-7 9.591400E-6 3.836560E-12 2.397850E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.060563E-5 5.302816E-12 2.121127E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.160513E-5 6.963078E-12 1.934188E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.260747E-5 8.825229E-12 1.801067E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.363825E-5 1.091060E-11 1.704781E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.468738E-5 1.321865E-11 1.631932E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.568481E-5 1.568481E-11 1.568481E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.668224E-5 1.835046E-11 1.516567E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.768794E-5 2.122553E-11 1.473995E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.874044E-5 2.436257E-11 1.441572E+1 1.000000E-2 1.000000E+0
1.400000E-6 1.973657E-5 2.763120E-11 1.409755E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.073555E-5 3.110333E-11 1.382370E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.176426E-5 3.482282E-11 1.360266E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.281159E-5 3.877970E-11 1.341858E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.381005E-5 4.285809E-11 1.322781E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.483049E-5 4.717793E-11 1.306868E+1 1.000000E-2 1.000000E+0
