GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.48  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 1.313107E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 1.305352E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 2.039333E-6 2.039333E-13 2.039333E+1 1.000000E-2 1.000000E+0
2.000000E-7 2.784431E-6 5.568862E-13 1.392216E+1 1.000000E-2 1.000000E+0
3.000000E-7 3.550988E-6 1.065296E-12 1.183663E+1 1.000000E-2 1.000000E+0
4.000000E-7 4.267905E-6 1.707162E-12 1.066976E+1 1.000000E-2 1.000000E+0
5.000000E-7 5.012745E-6 2.506372E-12 1.002549E+1 1.000000E-2 1.000000E+0
6.000000E-7 5.757067E-6 3.454240E-12 9.595112E+0 1.000000E-2 1.000000E+0
7.000000E-7 6.500097E-6 4.550068E-12 9.285852E+0 1.000000E-2 1.000000E+0
8.000000E-7 7.218566E-6 5.774852E-12 9.023207E+0 1.000000E-2 1.000000E+0
9.000000E-7 7.991327E-6 7.192194E-12 8.879252E+0 1.000000E-2 1.000000E+0
1.000000E-6 8.707986E-6 8.707986E-12 8.707986E+0 1.000000E-2 1.000000E+0
1.100000E-6 9.478420E-6 1.042626E-11 8.616746E+0 1.000000E-2 1.000000E+0
1.200000E-6 1.017905E-5 1.221486E-11 8.482542E+0 1.000000E-2 1.000000E+0
1.300000E-6 1.094225E-5 1.422492E-11 8.417112E+0 1.000000E-2 1.000000E+0
1.400000E-6 1.165606E-5 1.631849E-11 8.325758E+0 1.000000E-2 1.000000E+0
1.500000E-6 1.240323E-5 1.860484E-11 8.268818E+0 1.000000E-2 1.000000E+0
1.600000E-6 1.316513E-5 2.106421E-11 8.228206E+0 1.000000E-2 1.000000E+0
1.700000E-6 1.388980E-5 2.361267E-11 8.170473E+0 1.000000E-2 1.000000E+0
1.800000E-6 1.464447E-5 2.636004E-11 8.135815E+0 1.000000E-2 1.000000E+0
1.900000E-6 1.537328E-5 2.920923E-11 8.091199E+0 1.000000E-2 1.000000E+0
