GPIB0::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 26.45  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.547909E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+0
0.000000E+0 5.554120E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+0
1.000000E-7 6.570164E-6 6.570164E-13 6.570164E+1 1.000000E-2 1.000000E+0
2.000000E-7 7.580519E-6 1.516104E-12 3.790260E+1 1.000000E-2 1.000000E+0
3.000000E-7 8.581826E-6 2.574548E-12 2.860609E+1 1.000000E-2 1.000000E+0
4.000000E-7 9.606659E-6 3.842664E-12 2.401665E+1 1.000000E-2 1.000000E+0
5.000000E-7 1.060797E-5 5.303983E-12 2.121593E+1 1.000000E-2 1.000000E+0
6.000000E-7 1.162815E-5 6.976888E-12 1.938024E+1 1.000000E-2 1.000000E+0
7.000000E-7 1.262661E-5 8.838626E-12 1.803801E+1 1.000000E-2 1.000000E+0
8.000000E-7 1.365946E-5 1.092757E-11 1.707432E+1 1.000000E-2 1.000000E+0
9.000000E-7 1.471221E-5 1.324099E-11 1.634690E+1 1.000000E-2 1.000000E+0
1.000000E-6 1.568508E-5 1.568508E-11 1.568508E+1 1.000000E-2 1.000000E+0
1.100000E-6 1.669957E-5 1.836953E-11 1.518143E+1 1.000000E-2 1.000000E+0
1.200000E-6 1.768433E-5 2.122120E-11 1.473694E+1 1.000000E-2 1.000000E+0
1.300000E-6 1.872261E-5 2.433939E-11 1.440201E+1 1.000000E-2 1.000000E+0
1.400000E-6 1.975158E-5 2.765221E-11 1.410827E+1 1.000000E-2 1.000000E+0
1.500000E-6 2.075651E-5 3.113476E-11 1.383767E+1 1.000000E-2 1.000000E+0
1.600000E-6 2.175316E-5 3.480505E-11 1.359572E+1 1.000000E-2 1.000000E+0
1.700000E-6 2.278446E-5 3.873358E-11 1.340262E+1 1.000000E-2 1.000000E+0
1.800000E-6 2.379869E-5 4.283764E-11 1.322149E+1 1.000000E-2 1.000000E+0
1.900000E-6 2.484110E-5 4.719810E-11 1.307426E+1 1.000000E-2 1.000000E+0
