  Title : laser_pos45				
  Version : 1 725				
  Revision : 10 bits ADC				
  Date : 09-07-2023				
  Time : 14:07:00				
  Author : Unknown				
  Company : Unknown				
  Contents :				
  				
*BLOCK 1			Maximum	8058
7			meanNoise	8,49339207
4			SNR	948,7375519
9				
5				
7				
6				
8				
3				
6				
5				
5				
7				
3				
7				
7				
5				
6				
3				
11				
10				
7				
11				
5				
8				
3				
4				
7				
10				
4				
5				
10				
7				
10				
8				
1				
5				
2				
10				
9				
13				
8				
8				
7				
9				
8				
8				
8				
14				
5				
6				
8				
6				
11				
7				
6				
6				
10				
7				
15				
3				
10				
16				
6				
7				
5				
5				
13				
5				
3				
6				
1				
8				
13				
10				
12				
9				
11				
8				
16				
20				
20				
17				
21				
25				
36				
45				
42				
58				
91				
104				
122				
143				
229				
293				
541				
839				
1303				
2057				
2979				
4297				
5549				
6673				
7498				
8058				
7771				
7238				
6200				
5049				
3875				
2941				
2329				
1643				
1188				
870				
702				
507				
425				
337				
258				
231				
169				
165				
166				
140				
118				
106				
111				
89				
85				
69				
74				
77				
65				
62				
80				
80				
72				
58				
79				
75				
97				
84				
105				
109				
129				
116				
132				
126				
126				
121				
106				
103				
96				
66				
63				
63				
43				
44				
36				
35				
44				
47				
52				
39				
38				
35				
36				
35				
24				
21				
35				
28				
26				
14				
12				
22				
20				
20				
23				
21				
16				
17				
14				
20				
16				
12				
22				
13				
12				
14				
15				
22				
21				
14				
11				
15				
21				
14				
14				
12				
12				
14				
13				
23				
18				
19				
9				
18				
11				
13				
8				
13				
7				
15				
12				
14				
17				
23				
8				
12				
10				
10				
8				
14				
8				
16				
10				
8				
9				
19				
9				
10				
16				
7				
10				
12				
17				
7				
12				
12				
13				
8				
12				
11				
15				
1				
13				
8				
11				
10				
11				
10				
11				
13				
7				
7				
12				
12				
12				
18				
10				
11				
16				
5				
10				
11				
9				
3				
6				
10				
9				
14				
9				
13				
8				
12				
15				
6				
10				
18				
7				
9				
5				
4				
9				
11				
10				
9				
16				
14				
10				
8				
8				
8				
12				
13				
11				
11				
11				
7				
13				
11				
8				
7				
13				
16				
7				
9				
12				
6				
5				
9				
6				
8				
6				
1				
6				
7				
6				
4				
9				
9				
8				
9				
9				
17				
8				
9				
6				
8				
10				
8				
11				
8				
7				
6				
4				
6				
6				
7				
4				
9				
12				
8				
6				
5				
9				
10				
4				
10				
8				
8				
9				
6				
10				
14				
3				
9				
4				
7				
8				
9				
18				
12				
10				
6				
9				
10				
7				
5				
5				
4				
7				
6				
11				
12				
6				
8				
6				
13				
9				
7				
8				
5				
7				
5				
8				
9				
9				
13				
11				
7				
10				
3				
11				
6				
14				
6				
8				
10				
9				
11				
7				
13				
7				
7				
2				
5				
10				
7				
6				
7				
12				
18				
12				
5				
4				
6				
10				
8				
8				
7				
8				
5				
3				
10				
8				
5				
12				
9				
9				
5				
