,pe-1-0-4_0Grad,1-4-0_mit triton,Time,AF
857,26,14,20.943304007820135,10
858,17,12,20.967741935483872,7
859,8,8,20.992179863147605,6
860,11,12,21.01661779081134,8
861,14,11,21.04105571847507,7
862,12,19,21.06549364613881,14
863,14,13,21.08993157380254,7
864,13,15,21.114369501466275,5
865,15,11,21.138807429130008,8
866,15,17,21.163245356793745,8
867,17,25,21.187683284457478,5
868,14,10,21.21212121212121,9
869,14,9,21.236559139784944,5
870,10,7,21.26099706744868,9
871,18,16,21.285434995112414,3
872,18,14,21.309872922776147,7
873,12,15,21.33431085043988,8
874,18,13,21.358748778103617,9
875,19,14,21.38318670576735,8
876,14,16,21.407624633431084,12
877,17,16,21.432062561094817,9
878,17,19,21.456500488758554,11
879,17,12,21.480938416422287,9
880,18,9,21.50537634408602,11
881,18,12,21.529814271749753,14
882,17,9,21.55425219941349,14
883,9,15,21.578690127077223,16
884,20,16,21.603128054740957,15
885,12,19,21.62756598240469,22
886,13,15,21.652003910068427,28
887,14,14,21.67644183773216,39
888,19,18,21.700879765395893,33
889,18,29,21.725317693059626,36
890,14,16,21.749755620723363,70
891,18,22,21.774193548387096,63
892,17,25,21.79863147605083,93
893,18,29,21.823069403714562,102
894,17,28,21.8475073313783,139
895,18,46,21.871945259042032,161
896,14,65,21.896383186705766,263
897,17,64,21.920821114369502,350
898,20,117,21.945259042033236,576
899,30,149,21.96969696969697,865
900,31,268,21.994134897360702,1458
901,34,381,22.01857282502444,2134
902,55,494,22.043010752688172,3161
903,68,728,22.067448680351905,4389
904,103,916,22.09188660801564,5747
905,136,1135,22.116324535679375,6810
906,152,1194,22.14076246334311,7612
907,160,1286,22.16520039100684,7924
908,209,1297,22.189638318670575,7557
909,240,1143,22.21407624633431,6947
910,262,1004,22.238514173998045,5969
911,234,888,22.262952101661778,4772
912,267,689,22.28739002932551,3708
913,262,560,22.311827956989248,2749
914,257,478,22.33626588465298,2047
915,266,383,22.360703812316714,1553
916,290,332,22.385141739980448,1107
917,231,300,22.409579667644184,900
918,253,302,22.434017595307918,603
919,238,252,22.45845552297165,476
920,251,261,22.482893450635384,395
921,245,238,22.50733137829912,356
922,238,289,22.531769305962854,257
923,274,260,22.556207233626587,259
924,249,227,22.58064516129032,176
925,253,248,22.605083088954057,186
926,237,250,22.62952101661779,147
927,252,205,22.653958944281523,121
928,228,219,22.678396871945257,115
929,218,244,22.702834799608993,96
930,247,203,22.727272727272727,78
931,225,238,22.75171065493646,87
932,220,224,22.776148582600193,86
933,188,214,22.80058651026393,88
934,205,216,22.825024437927663,79
935,218,227,22.849462365591396,73
936,212,194,22.87390029325513,75
937,217,205,22.898338220918866,71
938,214,229,22.9227761485826,71
939,227,200,22.947214076246333,80
940,195,191,22.97165200391007,83
941,216,196,22.996089931573803,84
942,203,210,23.020527859237536,83
943,213,176,23.04496578690127,101
944,218,193,23.069403714565006,103
945,211,221,23.09384164222874,122
946,194,205,23.118279569892472,104
947,204,226,23.142717497556205,119
948,196,233,23.167155425219942,130
949,204,209,23.191593352883675,141
950,214,200,23.21603128054741,117
951,178,198,23.24046920821114,112
952,206,206,23.26490713587488,114
953,195,195,23.28934506353861,114
954,200,185,23.313782991202345,106
955,202,170,23.338220918866078,103
956,187,183,23.362658846529815,74
957,180,203,23.387096774193548,68
958,197,161,23.41153470185728,49
959,203,185,23.435972629521014,53
960,246,217,23.46041055718475,47
961,314,285,23.484848484848484,55
962,311,289,23.509286412512218,47
963,282,267,23.53372434017595,60
964,286,269,23.558162267839688,54
965,285,246,23.58260019550342,51
966,312,223,23.607038123167154,45
967,281,222,23.631476050830887,49
968,303,265,23.655913978494624,54
969,290,214,23.680351906158357,47
970,282,223,23.70478983382209,34
971,272,240,23.729227761485824,40
972,258,233,23.75366568914956,38
973,271,244,23.778103616813294,39
974,268,213,23.802541544477027,25
975,229,237,23.82697947214076,27
976,244,251,23.851417399804497,31
977,248,243,23.87585532746823,36
978,229,228,23.900293255131963,28
979,239,226,23.924731182795696,20
980,243,185,23.949169110459433,23
981,229,200,23.973607038123166,36
982,248,199,23.9980449657869,29
983,215,237,24.022482893450636,20
984,226,207,24.04692082111437,27
985,212,217,24.071358748778103,32
986,220,205,24.095796676441836,25
987,237,204,24.120234604105573,27
988,235,185,24.144672531769306,25
989,239,204,24.16911045943304,23
990,235,184,24.193548387096772,17
991,223,208,24.21798631476051,21
992,219,178,24.242424242424242,31
993,221,195,24.266862170087975,21
994,189,200,24.29130009775171,21
995,173,174,24.315738025415445,18
996,223,167,24.34017595307918,23
997,215,201,24.364613880742912,18
998,195,184,24.389051808406645,26
999,179,152,24.41348973607038,15
1000,198,176,24.437927663734115,18
1001,163,179,24.462365591397848,6
1002,192,171,24.48680351906158,17
1003,174,185,24.511241446725318,20
1004,181,162,24.53567937438905,15
1005,164,165,24.560117302052785,21
1006,187,180,24.584555229716518,18
1007,172,153,24.608993157380255,12
1008,186,144,24.633431085043988,18
1009,175,127,24.65786901270772,15
1010,188,114,24.682306940371454,12
1011,171,123,24.70674486803519,21
1012,161,180,24.731182795698924,13
1013,192,149,24.755620723362657,21
1014,164,138,24.78005865102639,9
1015,179,155,24.804496578690127,17
1016,165,140,24.82893450635386,12
1017,159,139,24.853372434017594,10
1018,181,150,24.877810361681327,13
1019,167,133,24.902248289345064,20
1020,174,124,24.926686217008797,17
1021,152,128,24.95112414467253,10
1022,154,139,24.975562072336263,15
1023,141,126,25.0,8
