23,25,3,9,13,7.820136852394917
23,20,5,9,9,7.844574780058651
16,23,6,8,11,7.869012707722385
15,14,8,9,4,7.893450635386119
16,12,6,9,11,7.9178885630498534
22,22,6,17,8,7.9423264907135875
18,14,7,8,5,7.966764418377322
26,19,6,9,7,7.991202346041056
20,11,5,6,7,8.01564027370479
26,17,6,8,12,8.040078201368523
17,24,10,10,5,8.064516129032258
19,18,4,8,8,8.088954056695991
34,23,9,11,6,8.113391984359726
22,26,6,8,6,8.13782991202346
19,16,7,7,10,8.162267839687194
23,11,5,6,7,8.186705767350928
15,21,9,4,5,8.211143695014663
19,24,8,6,12,8.235581622678396
18,14,6,6,5,8.26001955034213
10,17,4,7,12,8.284457478005864
24,15,13,4,2,8.308895405669599
17,10,1,9,7,8.333333333333332
18,11,12,12,9,8.357771260997067
18,19,9,8,9,8.382209188660802
24,13,6,6,7,8.406647116324535
19,19,6,5,4,8.43108504398827
22,12,4,9,5,8.455522971652004
17,17,6,10,6,8.479960899315738
21,21,7,4,10,8.504398826979472
14,10,7,10,9,8.528836754643207
13,14,6,8,8,8.55327468230694
23,18,8,8,8,8.577712609970675
23,16,3,9,8,8.602150537634408
15,17,3,6,10,8.626588465298143
17,22,6,10,7,8.651026392961876
17,17,9,14,4,8.675464320625611
10,11,10,3,14,8.699902248289344
13,12,8,9,5,8.72434017595308
19,14,10,4,5,8.748778103616813
17,20,5,7,4,8.773216031280548
14,13,9,8,7,8.79765395894428
20,18,4,9,4,8.822091886608016
27,18,5,18,2,8.846529814271749
23,13,10,12,5,8.870967741935484
20,17,5,10,5,8.895405669599217
21,11,10,6,6,8.919843597262952
19,14,5,9,11,8.944281524926685
27,21,7,10,6,8.96871945259042
16,14,6,7,7,8.993157380254154
9,21,7,5,6,9.017595307917889
19,10,4,5,4,9.042033235581622
20,13,10,4,12,9.066471163245357
21,12,9,7,4,9.09090909090909
21,13,5,6,9,9.115347018572825
21,16,10,11,8,9.139784946236558
15,14,3,12,4,9.164222873900293
18,19,4,6,7,9.188660801564026
21,16,6,8,4,9.213098729227761
20,9,5,6,7,9.237536656891495
19,4,8,13,7,9.26197458455523
16,16,6,9,10,9.286412512218963
20,12,4,7,5,9.310850439882698
13,17,10,8,6,9.33528836754643
15,18,3,5,13,9.359726295210166
24,15,2,7,9,9.384164222873899
16,15,9,5,12,9.408602150537634
16,20,6,8,8,9.433040078201369
16,19,11,9,10,9.457478005865102
17,19,9,9,10,9.481915933528837
19,21,7,13,12,9.50635386119257
13,13,6,11,7,9.530791788856305
19,10,6,7,7,9.555229716520039
19,21,9,10,7,9.579667644183774
15,12,11,3,6,9.604105571847507
11,14,4,11,3,9.628543499511242
18,12,5,6,6,9.652981427174975
16,22,12,14,11,9.67741935483871
24,12,4,6,5,9.701857282502443
20,20,4,8,6,9.726295210166178
22,14,13,10,10,9.750733137829911
15,12,4,9,6,9.775171065493646
21,12,11,11,3,9.79960899315738
22,9,6,7,8,9.824046920821115
16,13,8,13,7,9.848484848484848
15,15,16,7,7,9.872922776148583
18,16,8,7,6,9.897360703812316
16,13,10,2,9,9.921798631476051
15,12,6,5,10,9.946236559139784
17,13,3,10,8,9.970674486803519
21,17,6,7,5,9.995112414467252
29,19,7,6,4,10.019550342130987
12,12,1,7,9,10.04398826979472
13,14,8,12,5,10.068426197458455
19,10,11,18,8,10.092864125122189
12,17,7,12,10,10.117302052785924
19,14,8,5,3,10.141739980449657
20,16,10,4,5,10.166177908113392
18,12,7,6,10,10.190615835777125
20,13,4,10,9,10.21505376344086
12,12,6,8,7,10.239491691104593
13,10,8,8,7,10.263929618768328
14,17,8,7,5,10.288367546432061
14,16,10,8,10,10.312805474095796
14,20,7,5,3,10.33724340175953
17,23,9,3,4,10.361681329423265
16,13,7,10,5,10.386119257086998
13,20,4,8,8,10.410557184750733
21,11,12,5,13,10.434995112414468
14,14,8,12,5,10.459433040078201
16,12,5,9,5,10.483870967741936
19,19,7,9,5,10.50830889540567
11,17,6,5,6,10.532746823069404
12,22,6,5,7,10.557184750733137
19,15,9,8,6,10.581622678396872
10,17,5,10,9,10.606060606060606
16,12,5,5,8,10.63049853372434
17,13,13,8,3,10.654936461388074
10,10,3,9,5,10.679374389051809
20,12,5,8,7,10.703812316715542
18,13,7,9,8,10.728250244379277
9,13,5,9,4,10.75268817204301
18,20,6,7,8,10.777126099706745
19,18,10,9,6,10.801564027370478
14,17,8,6,6,10.826001955034213
9,12,11,4,11,10.850439882697946
20,11,5,3,6,10.874877810361681
13,14,5,6,8,10.899315738025415
16,11,10,5,5,10.92375366568915
17,16,7,6,11,10.948191593352883
15,14,3,8,7,10.972629521016618
8,15,7,10,10,10.997067448680351
12,14,10,5,9,11.021505376344086
11,18,9,3,7,11.04594330400782
15,11,9,6,7,11.070381231671554
8,6,3,8,4,11.094819159335287
17,15,3,4,6,11.119257086999022
14,11,1,10,9,11.143695014662756
21,9,4,7,6,11.16813294232649
11,14,8,13,3,11.192570869990224
20,20,7,16,5,11.217008797653959
15,13,6,9,10,11.241446725317692
10,9,5,7,3,11.265884652981427
22,10,9,5,8,11.29032258064516
14,14,5,8,5,11.314760508308895
21,14,9,9,9,11.339198435972628
18,12,15,4,4,11.363636363636363
11,8,10,4,4,11.388074291300097
12,16,10,7,4,11.412512218963832
14,12,5,9,7,11.436950146627565
9,8,5,6,8,11.4613880742913
17,9,4,6,4,11.485826001955035
14,10,7,6,4,11.510263929618768
20,15,10,8,12,11.534701857282503
12,11,9,6,7,11.559139784946236
13,11,10,6,6,11.583577712609971
16,13,7,7,2,11.608015640273704
5,10,9,11,1,11.63245356793744
14,11,3,8,13,11.656891495601172
14,5,5,6,3,11.681329423264907
17,12,7,11,3,11.70576735092864
10,21,4,9,6,11.730205278592376
10,9,4,13,4,11.754643206256109
16,10,7,10,6,11.779081133919844
19,5,2,10,6,11.803519061583577
13,11,5,8,11,11.827956989247312
15,8,6,8,10,11.852394916911045
15,17,10,7,8,11.87683284457478
18,16,5,5,8,11.901270772238513
15,8,8,6,14,11.925708699902248
15,10,5,10,4,11.950146627565982
17,9,4,3,10,11.974584555229717
15,5,10,6,10,11.99902248289345
17,17,9,10,8,12.023460410557185
14,17,5,7,7,12.047898338220918
18,11,5,8,6,12.072336265884653
18,12,10,8,3,12.096774193548386
17,21,6,9,5,12.121212121212121
23,15,8,3,7,12.145650048875854
10,7,12,12,4,12.17008797653959
12,9,9,13,9,12.194525904203322
11,7,6,3,5,12.218963831867057
6,9,7,11,9,12.24340175953079
20,13,10,6,10,12.267839687194526
11,10,4,8,4,12.292277614858259
11,16,9,4,11,12.316715542521994
18,10,6,10,7,12.341153470185727
11,10,5,9,8,12.365591397849462
15,11,5,10,3,12.390029325513195
12,17,10,6,9,12.41446725317693
20,14,10,1,10,12.438905180840663
9,8,4,8,11,12.463343108504398
15,19,7,7,4,12.487781036168132
23,14,9,5,3,12.512218963831867
15,10,8,8,4,12.536656891495602
10,11,6,6,11,12.561094819159335
10,9,3,2,5,12.58553274682307
13,13,3,4,4,12.609970674486803
12,12,7,5,9,12.634408602150538
15,11,4,6,5,12.658846529814271
12,15,7,6,8,12.683284457478006
10,14,12,7,5,12.70772238514174
14,15,5,11,7,12.732160312805474
13,10,6,9,11,12.756598240469208
20,9,7,8,6,12.781036168132943
9,7,6,8,10,12.805474095796676
10,11,10,7,8,12.82991202346041
15,15,6,4,7,12.854349951124144
16,11,11,9,6,12.878787878787879
18,19,4,10,4,12.903225806451612
14,11,8,10,7,12.927663734115347
18,10,10,4,5,12.95210166177908
14,11,4,9,6,12.976539589442815
15,14,9,7,10,13.000977517106548
11,15,12,8,5,13.025415444770283
12,13,4,7,5,13.049853372434017
8,11,12,5,5,13.074291300097752
14,14,11,7,9,13.098729227761485
14,11,12,9,9,13.12316715542522
11,10,8,8,7,13.147605083088953
10,10,6,10,4,13.172043010752688
8,10,7,6,7,13.196480938416421
15,16,4,8,8,13.220918866080156
8,6,6,8,6,13.24535679374389
9,7,5,9,3,13.269794721407624
8,12,6,3,6,13.294232649071358
14,15,6,14,10,13.318670576735093
10,16,11,7,7,13.343108504398826
12,9,5,4,4,13.36754643206256
10,11,9,7,6,13.391984359726294
8,11,8,8,6,13.416422287390029
13,14,4,5,10,13.440860215053762
9,10,12,9,9,13.465298142717497
11,8,4,10,10,13.48973607038123
3,12,9,11,4,13.514173998044965
6,5,7,5,7,13.538611925708699
18,14,9,7,13,13.563049853372434
9,11,7,8,7,13.587487781036168
16,25,5,9,5,13.611925708699902
9,9,5,6,8,13.636363636363637
11,9,8,6,7,13.66080156402737
14,7,6,7,5,13.685239491691105
13,6,4,4,4,13.709677419354838
9,12,5,6,5,13.734115347018573
12,13,8,4,7,13.758553274682306
7,13,7,5,9,13.782991202346041
9,10,10,5,10,13.807429130009774
13,10,4,4,10,13.83186705767351
16,13,5,10,7,13.856304985337243
4,10,9,11,6,13.880742913000978
13,8,11,6,6,13.90518084066471
13,8,7,12,5,13.929618768328446
14,12,7,5,7,13.954056695992179
8,7,10,7,8,13.978494623655914
5,8,5,5,5,14.002932551319647
16,15,5,4,5,14.027370478983382
4,14,6,14,6,14.051808406647115
13,16,9,7,7,14.07624633431085
11,12,11,6,8,14.100684261974584
10,8,5,4,4,14.125122189638319
10,14,5,7,7,14.149560117302052
8,9,3,4,9,14.173998044965787
10,11,3,5,2,14.19843597262952
10,16,3,3,9,14.222873900293255
16,6,6,10,3,14.247311827956988
14,7,6,8,6,14.271749755620723
13,19,11,10,12,14.296187683284456
11,7,5,7,1,14.320625610948191
13,13,8,10,5,14.345063538611925
15,6,3,6,8,14.36950146627566
13,5,5,7,10,14.393939393939393
13,4,7,8,2,14.418377321603128
13,11,9,5,5,14.442815249266861
10,9,8,5,8,14.467253176930596
11,9,7,6,8,14.491691104594329
18,11,4,12,10,14.516129032258064
5,18,10,9,10,14.540566959921797
10,14,6,10,7,14.565004887585532
7,15,8,3,8,14.589442815249265
10,7,6,10,3,14.613880742913
8,13,1,2,6,14.638318670576735
10,10,6,4,8,14.662756598240469
8,7,8,3,5,14.687194525904204
15,13,6,9,3,14.711632453567937
15,8,5,8,6,14.736070381231672
9,10,7,7,6,14.760508308895405
10,14,7,6,3,14.78494623655914
16,7,9,3,6,14.809384164222873
14,13,12,4,7,14.833822091886608
14,12,6,15,9,14.858260019550341
11,18,6,7,9,14.882697947214076
11,9,6,9,7,14.90713587487781
9,10,10,6,9,14.931573802541545
9,15,6,4,8,14.956011730205278
20,10,12,12,7,14.980449657869013
16,13,10,10,12,15.004887585532746
8,12,6,9,7,15.029325513196481
7,18,10,12,9,15.053763440860214
11,11,9,5,6,15.078201368523949
5,7,16,5,8,15.102639296187682
15,12,8,6,5,15.127077223851417
9,9,8,14,6,15.15151515151515
11,8,9,9,7,15.175953079178885
13,10,13,4,7,15.200391006842619
10,6,5,8,10,15.224828934506354
17,12,3,7,7,15.249266862170087
11,6,4,9,7,15.273704789833822
12,7,8,4,6,15.298142717497555
13,8,8,2,8,15.32258064516129
17,9,7,7,8,15.347018572825023
12,5,7,7,9,15.371456500488758
8,8,5,8,5,15.395894428152491
12,13,7,13,5,15.420332355816226
11,10,10,1,7,15.44477028347996
9,12,6,7,4,15.469208211143695
13,12,6,7,2,15.493646138807428
12,4,10,7,8,15.518084066471163
12,17,9,5,13,15.542521994134896
7,16,8,8,6,15.566959921798631
9,10,7,7,3,15.591397849462364
11,19,7,6,3,15.6158357771261
10,9,10,6,5,15.640273704789834
11,8,8,10,7,15.664711632453567
5,11,9,8,4,15.689149560117302
10,11,7,8,12,15.713587487781036
15,14,7,4,9,15.73802541544477
6,14,5,14,4,15.762463343108504
5,11,4,8,9,15.786901270772239
10,4,2,3,9,15.811339198435972
7,5,6,10,7,15.835777126099707
11,7,10,10,2,15.86021505376344
8,12,5,9,14,15.884652981427175
16,12,4,9,8,15.909090909090908
11,9,4,8,4,15.933528836754643
14,9,4,7,8,15.957966764418376
12,6,6,7,5,15.982404692082111
14,16,5,5,7,16.006842619745846
7,12,4,8,5,16.03128054740958
15,10,6,4,8,16.055718475073313
13,6,9,9,9,16.080156402737046
10,9,3,12,9,16.104594330400783
14,13,1,5,9,16.129032258064516
10,8,7,5,8,16.15347018572825
10,10,11,7,8,16.177908113391982
9,15,5,10,8,16.20234604105572
18,10,3,12,6,16.226783968719452
13,10,8,6,7,16.251221896383186
13,11,5,9,4,16.27565982404692
15,15,5,2,5,16.300097751710656
5,12,5,10,6,16.32453567937439
7,9,5,7,5,16.348973607038122
11,12,8,9,11,16.373411534701855
13,13,6,5,4,16.397849462365592
11,11,2,8,3,16.422287390029325
7,8,5,7,11,16.44672531769306
9,4,7,13,7,16.47116324535679
10,12,6,3,10,16.49560117302053
11,11,8,11,5,16.52003910068426
16,11,4,3,1,16.544477028347995
7,15,8,8,8,16.568914956011728
10,5,10,8,7,16.593352883675465
5,7,2,11,5,16.617790811339198
14,9,6,7,12,16.64222873900293
9,10,3,8,9,16.666666666666664
9,10,5,7,6,16.6911045943304
16,18,8,5,6,16.715542521994134
8,8,6,4,6,16.739980449657867
13,10,6,10,8,16.764418377321604
12,13,8,7,2,16.788856304985337
12,10,8,8,8,16.81329423264907
12,10,13,6,7,16.837732160312804
12,14,7,6,6,16.86217008797654
12,10,10,12,8,16.886608015640274
11,3,6,4,4,16.911045943304007
13,9,6,10,5,16.93548387096774
9,8,3,11,7,16.959921798631477
5,21,9,8,7,16.98435972629521
7,5,10,6,7,17.008797653958943
9,8,7,8,4,17.033235581622677
10,8,7,5,11,17.057673509286413
16,11,9,6,4,17.082111436950147
13,9,8,8,11,17.10654936461388
13,6,7,10,7,17.130987292277613
11,14,5,1,6,17.15542521994135
5,9,5,8,7,17.179863147605083
11,13,5,6,4,17.204301075268816
8,5,10,8,5,17.22873900293255
14,12,9,9,6,17.253176930596286
9,22,7,6,5,17.27761485826002
7,7,4,11,5,17.302052785923753
16,9,6,6,6,17.326490713587486
5,12,11,7,13,17.350928641251222
7,8,10,6,7,17.375366568914956
15,17,4,6,4,17.39980449657869
14,16,10,5,5,17.424242424242422
10,12,11,8,5,17.44868035190616
20,8,11,11,8,17.473118279569892
7,12,7,12,8,17.497556207233625
12,10,3,10,16,17.52199413489736
7,7,6,7,9,17.546432062561095
15,13,5,6,10,17.57086999022483
8,12,1,3,11,17.59530791788856
9,14,7,4,4,17.619745845552295
12,15,8,9,8,17.64418377321603
8,13,6,4,9,17.668621700879765
11,6,5,9,10,17.693059628543498
20,11,8,8,8,17.71749755620723
12,12,10,5,5,17.741935483870968
7,9,7,6,6,17.7663734115347
14,12,7,8,12,17.790811339198434
8,4,9,7,7,17.81524926686217
12,6,4,6,11,17.839687194525904
11,14,12,2,8,17.864125122189638
12,10,5,12,6,17.88856304985337
11,7,9,6,11,17.913000977517108
14,11,8,8,9,17.93743890518084
5,10,7,7,7,17.961876832844574
9,10,7,11,4,17.986314760508307
11,10,5,6,7,18.010752688172044
13,6,4,8,7,18.035190615835777
10,6,5,7,8,18.05962854349951
8,15,8,4,7,18.084066471163244
6,12,6,7,3,18.10850439882698
10,6,3,10,3,18.132942326490713
10,9,6,5,6,18.157380254154447
7,3,7,9,14,18.18181818181818
7,7,6,5,5,18.206256109481917
12,11,3,8,9,18.23069403714565
10,5,4,7,9,18.255131964809383
13,6,10,8,5,18.279569892473116
8,8,7,8,3,18.304007820136853
11,9,11,4,7,18.328445747800586
7,9,6,5,7,18.35288367546432
11,8,16,4,7,18.377321603128053
10,6,2,11,7,18.40175953079179
10,10,8,4,7,18.426197458455523
11,9,5,11,9,18.450635386119256
16,11,11,9,9,18.47507331378299
15,9,4,9,8,18.499511241446726
10,7,6,3,3,18.52394916911046
13,8,5,3,12,18.548387096774192
11,17,9,6,8,18.572825024437925
7,9,5,7,5,18.597262952101662
8,14,3,8,9,18.621700879765395
6,8,7,8,5,18.64613880742913
