9,8,8,11,7,18.67057673509286
9,12,8,6,9,18.6950146627566
7,16,4,6,10,18.71945259042033
9,14,9,8,6,18.743890518084065
9,11,6,3,7,18.768328445747798
10,10,8,7,10,18.792766373411535
12,3,7,8,11,18.817204301075268
6,14,3,9,9,18.841642228739
9,14,8,7,5,18.866080156402738
11,8,5,12,4,18.89051808406647
7,10,4,8,12,18.914956011730204
9,12,7,6,11,18.939393939393938
11,8,4,6,6,18.963831867057674
13,11,8,6,12,18.988269794721408
11,8,13,10,3,19.01270772238514
12,14,6,8,6,19.037145650048874
4,10,11,10,4,19.06158357771261
6,12,3,8,7,19.086021505376344
14,9,8,4,6,19.110459433040077
12,6,5,4,7,19.13489736070381
13,21,4,9,5,19.159335288367547
8,7,9,6,10,19.18377321603128
9,14,9,5,5,19.208211143695014
8,9,9,7,5,19.232649071358747
14,11,10,10,8,19.257086999022484
7,12,7,7,3,19.281524926686217
11,7,11,8,4,19.30596285434995
10,9,9,9,5,19.330400782013683
9,10,10,5,2,19.35483870967742
10,12,3,8,5,19.379276637341153
12,7,6,8,9,19.403714565004886
14,9,6,8,7,19.42815249266862
6,14,3,12,10,19.452590420332356
12,7,14,9,4,19.47702834799609
14,7,8,8,6,19.501466275659823
5,12,5,6,8,19.525904203323556
12,6,4,7,10,19.550342130987293
11,10,8,10,8,19.574780058651026
10,13,10,9,9,19.59921798631476
9,11,11,6,6,19.623655913978492
5,13,4,9,9,19.64809384164223
11,6,5,10,13,19.672531769305962
11,11,12,8,9,19.696969696969695
16,8,10,3,9,19.72140762463343
9,11,5,10,5,19.745845552297165
13,14,9,2,4,19.7702834799609
7,13,8,4,4,19.794721407624632
7,8,10,4,11,19.81915933528837
9,18,4,10,10,19.843597262952102
7,13,5,7,10,19.868035190615835
11,7,8,12,3,19.892473118279568
10,6,13,11,8,19.916911045943305
10,5,9,3,12,19.941348973607038
17,6,9,10,4,19.96578690127077
10,12,9,5,7,19.990224828934505
8,5,9,8,8,20.01466275659824
15,3,8,8,9,20.039100684261975
9,12,4,5,7,20.063538611925708
5,11,3,3,8,20.08797653958944
8,18,5,7,4,20.112414467253178
6,9,6,11,10,20.13685239491691
9,9,7,4,7,20.161290322580644
8,8,12,6,2,20.185728250244377
9,8,7,9,6,20.210166177908114
12,14,9,4,6,20.234604105571847
8,4,4,7,8,20.25904203323558
8,7,8,5,7,20.283479960899314
10,11,3,6,7,20.30791788856305
15,7,8,4,11,20.332355816226784
10,4,4,9,12,20.356793743890517
6,9,7,7,8,20.38123167155425
18,7,6,6,7,20.405669599217987
12,9,6,6,7,20.43010752688172
12,10,9,10,9,20.454545454545453
9,13,1,11,5,20.478983382209186
12,8,4,3,4,20.503421309872923
13,12,8,8,10,20.527859237536656
12,3,7,7,8,20.55229716520039
5,12,3,4,6,20.576735092864123
14,9,4,12,3,20.60117302052786
11,2,8,10,6,20.625610948191593
4,7,4,5,10,20.650048875855326
12,7,6,13,7,20.67448680351906
15,5,7,5,4,20.698924731182796
9,14,4,8,6,20.72336265884653
9,7,4,5,6,20.747800586510262
9,14,6,4,5,20.772238514173996
6,11,6,5,10,20.796676441837732
13,7,7,9,6,20.821114369501466
13,7,8,10,5,20.8455522971652
13,9,4,5,9,20.869990224828936
10,10,4,18,7,20.89442815249267
9,7,6,11,6,20.918866080156402
9,7,5,7,9,20.943304007820135
7,5,10,5,6,20.967741935483872
10,7,6,9,4,20.992179863147605
9,6,2,10,4,21.01661779081134
6,9,6,6,8,21.04105571847507
8,4,11,5,6,21.06549364613881
11,10,4,4,9,21.08993157380254
9,7,5,9,5,21.114369501466275
7,10,7,8,5,21.138807429130008
7,6,9,4,5,21.163245356793745
10,5,5,7,6,21.187683284457478
15,7,4,7,4,21.21212121212121
6,7,4,8,4,21.236559139784944
8,6,8,2,8,21.26099706744868
2,5,6,10,6,21.285434995112414
9,6,9,5,9,21.309872922776147
9,8,4,8,6,21.33431085043988
10,7,5,7,5,21.358748778103617
4,10,4,4,10,21.38318670576735
12,12,7,4,6,21.407624633431084
10,8,9,5,12,21.432062561094817
9,10,8,13,5,21.456500488758554
19,13,12,8,5,21.480938416422287
15,10,9,10,8,21.50537634408602
17,13,6,10,10,21.529814271749753
26,20,5,17,12,21.55425219941349
29,18,15,15,13,21.578690127077223
26,22,20,19,8,21.603128054740957
44,19,14,23,14,21.62756598240469
40,30,15,23,21,21.652003910068427
65,47,9,30,24,21.67644183773216
77,62,31,36,25,21.700879765395893
98,73,28,37,23,21.725317693059626
144,72,19,53,27,21.749755620723363
183,119,25,62,26,21.774193548387096
277,165,30,85,38,21.79863147605083
334,224,31,104,39,21.823069403714562
482,287,26,124,46,21.8475073313783
663,440,32,204,78,21.871945259042032
842,603,52,226,64,21.896383186705766
1232,786,44,394,92,21.920821114369502
1900,1176,39,596,140,21.945259042033236
3049,1876,46,927,196,21.96969696969697
5145,3104,101,1408,287,21.994134897360702
8606,5194,121,2225,441,22.01857282502444
13663,8701,238,3223,724,22.043010752688172
21244,13528,273,4416,1139,22.067448680351905
29847,20495,437,5817,1661,22.09188660801564
39676,28198,501,6871,2102,22.116324535679375
48533,36546,611,7425,2598,22.14076246334311
54765,42556,704,8003,2983,22.16520039100684
57209,47423,743,7533,3233,22.189638318670575
55767,47182,728,6993,3214,22.21407624633431
50253,44606,634,5788,2883,22.238514173998045
42761,38739,516,4891,2415,22.262952101661778
34770,32425,450,3755,2021,22.28739002932551
26858,25583,366,2822,1628,22.311827956989248
20459,19625,273,2026,1195,22.33626588465298
15063,14641,212,1493,900,22.360703812316714
11074,10633,163,1111,645,22.385141739980448
8186,7640,135,845,502,22.409579667644184
6323,5694,104,653,362,22.434017595307918
4590,4336,65,509,303,22.45845552297165
3654,3251,63,383,217,22.482893450635384
2837,2632,45,266,164,22.50733137829912
2299,2044,45,241,145,22.531769305962854
1779,1614,43,269,134,22.556207233626587
1494,1343,40,189,103,22.58064516129032
1262,1145,37,166,84,22.605083088954057
1034,918,25,131,67,22.62952101661779
896,784,25,111,83,22.653958944281523
813,707,23,138,58,22.678396871945257
724,618,20,108,57,22.702834799608993
648,540,14,91,38,22.727272727272727
617,526,19,85,51,22.75171065493646
587,476,20,96,40,22.776148582600193
557,423,17,96,44,22.80058651026393
554,439,22,72,33,22.825024437927663
450,425,16,81,43,22.849462365591396
469,367,16,78,39,22.87390029325513
453,388,12,65,43,22.898338220918866
476,368,20,82,41,22.9227761485826
464,415,20,81,36,22.947214076246333
456,351,17,75,41,22.97165200391007
496,415,16,67,28,22.996089931573803
480,426,19,91,43,23.020527859237536
525,439,14,83,45,23.04496578690127
608,493,18,103,42,23.069403714565006
654,546,19,103,52,23.09384164222874
675,542,17,107,45,23.118279569892472
780,605,16,124,50,23.142717497556205
797,631,22,120,43,23.167155425219942
831,695,9,124,59,23.191593352883675
880,749,22,134,53,23.21603128054741
805,739,23,127,64,23.24046920821114
782,726,15,112,64,23.26490713587488
843,715,16,102,46,23.28934506353861
670,604,18,109,49,23.313782991202345
679,526,18,75,38,23.338220918866078
517,459,19,83,31,23.362658846529815
440,463,11,69,31,23.387096774193548
351,365,21,45,23,23.41153470185728
343,321,10,60,26,23.435972629521014
315,283,15,54,27,23.46041055718475
314,299,18,57,29,23.484848484848484
361,251,17,58,34,23.509286412512218
298,249,21,61,24,23.53372434017595
287,241,15,45,29,23.558162267839688
260,251,17,50,27,23.58260019550342
264,223,17,53,27,23.607038123167154
250,231,19,52,24,23.631476050830887
234,214,11,47,19,23.655913978494624
223,184,18,38,27,23.680351906158357
194,187,15,31,24,23.70478983382209
198,163,15,45,18,23.729227761485824
152,147,19,28,24,23.75366568914956
142,140,15,25,23,23.778103616813294
151,125,16,35,14,23.802541544477027
133,132,12,40,17,23.82697947214076
126,100,13,34,21,23.851417399804497
137,110,15,26,13,23.87585532746823
113,105,9,22,17,23.900293255131963
118,93,8,27,19,23.924731182795696
112,99,11,19,14,23.949169110459433
112,98,13,26,21,23.973607038123166
113,88,12,29,21,23.9980449657869
101,105,14,21,12,24.022482893450636
96,62,14,20,24,24.04692082111437
92,98,11,22,21,24.071358748778103
94,90,16,26,15,24.095796676441836
104,69,7,25,20,24.120234604105573
111,73,9,20,16,24.144672531769306
89,77,19,31,11,24.16911045943304
73,83,13,20,19,24.193548387096772
95,66,8,22,12,24.21798631476051
102,86,6,23,14,24.242424242424242
81,66,14,19,17,24.266862170087975
87,76,10,18,13,24.29130009775171
86,67,8,23,8,24.315738025415445
87,68,9,25,16,24.34017595307918
88,71,8,22,15,24.364613880742912
63,56,14,22,12,24.389051808406645
73,59,14,20,15,24.41348973607038
79,67,10,21,15,24.437927663734115
73,66,10,16,13,24.462365591397848
69,64,10,17,7,24.48680351906158
51,46,10,17,8,24.511241446725318
47,50,4,14,19,24.53567937438905
60,57,7,21,8,24.560117302052785
59,44,14,17,10,24.584555229716518
61,43,15,19,8,24.608993157380255
57,61,7,25,16,24.633431085043988
50,43,11,22,14,24.65786901270772
65,46,6,16,12,24.682306940371454
51,44,12,18,12,24.70674486803519
59,47,8,14,10,24.731182795698924
54,40,7,20,11,24.755620723362657
43,41,15,19,10,24.78005865102639
44,40,5,12,12,24.804496578690127
41,43,5,13,7,24.82893450635386
60,39,11,18,9,24.853372434017594
49,44,16,12,12,24.877810361681327
43,38,9,10,6,24.902248289345064
41,39,9,8,11,24.926686217008797
34,39,9,14,12,24.95112414467253
56,37,5,15,5,24.975562072336263
46,41,8,13,11,25.0
