5,3,7,0,7,11,5.64516129032258
10,2,0,0,9,16,5.669599217986314
12,5,1,1,7,18,5.694037145650048
13,3,3,0,9,13,5.718475073313782
11,2,3,0,4,10,5.742913000977517
17,3,10,1,4,4,5.767350928641251
16,1,5,0,8,19,5.7917888563049855
9,5,7,0,9,13,5.81622678396872
14,2,5,0,8,16,5.840664711632454
17,5,6,0,8,10,5.865102639296188
11,5,4,0,10,9,5.889540566959922
9,3,7,0,10,14,5.913978494623656
12,5,2,0,3,9,5.93841642228739
14,6,5,0,7,5,5.962854349951124
13,2,4,0,14,8,5.987292277614858
15,1,4,0,11,6,6.011730205278592
10,5,5,0,9,16,6.0361681329423265
15,2,2,0,7,16,6.0606060606060606
15,2,1,0,11,8,6.085043988269795
17,5,5,0,5,12,6.109481915933529
8,2,3,1,9,11,6.133919843597263
12,2,1,0,13,15,6.158357771260997
14,2,7,0,6,15,6.182795698924731
9,3,2,0,9,9,6.207233626588465
11,4,7,0,7,15,6.231671554252199
10,4,3,0,6,14,6.256109481915933
6,3,3,0,6,10,6.280547409579667
9,1,1,0,10,13,6.3049853372434015
16,6,7,0,8,7,6.329423264907136
7,6,5,0,9,10,6.35386119257087
6,4,2,0,8,9,6.378299120234604
5,4,3,0,4,13,6.402737047898338
5,2,5,0,8,8,6.427174975562072
10,3,7,0,8,5,6.451612903225806
12,1,4,0,6,7,6.47605083088954
14,3,1,0,9,7,6.500488758553274
11,3,2,0,4,9,6.524926686217008
9,3,1,0,8,10,6.549364613880742
11,3,4,0,8,11,6.5738025415444765
8,1,4,0,4,8,6.598240469208211
11,2,3,0,11,11,6.622678396871945
12,3,5,0,12,8,6.647116324535679
11,5,2,0,7,10,6.671554252199413
10,4,3,0,5,7,6.695992179863147
11,2,4,0,7,4,6.720430107526881
11,3,3,0,7,12,6.744868035190615
13,8,2,0,9,8,6.769305962854349
11,1,1,0,9,14,6.793743890518084
9,2,5,0,11,13,6.818181818181818
12,4,3,0,4,15,6.842619745845552
3,2,2,1,10,6,6.8670576735092865
15,3,6,0,8,13,6.891495601173021
9,3,3,0,6,5,6.915933528836755
7,3,5,0,12,11,6.940371456500489
8,6,2,1,6,9,6.964809384164223
11,3,3,0,8,8,6.989247311827957
11,4,3,0,2,8,7.013685239491691
12,2,5,0,6,7,7.038123167155425
16,5,3,0,10,6,7.062561094819159
9,2,6,0,6,3,7.086999022482893
4,3,1,0,6,12,7.1114369501466275
4,3,3,0,2,5,7.135874877810362
15,2,3,0,5,15,7.160312805474096
10,7,2,0,10,10,7.18475073313783
12,3,4,0,3,6,7.209188660801564
15,3,1,0,5,11,7.233626588465298
11,6,2,0,13,14,7.258064516129032
17,1,4,0,7,7,7.282502443792766
13,2,3,0,9,14,7.3069403714565
16,1,4,0,6,7,7.331378299120234
12,2,5,0,5,7,7.355816226783968
7,1,3,0,9,5,7.3802541544477025
8,5,4,0,5,8,7.404692082111437
15,1,3,0,9,13,7.429130009775171
19,2,3,0,2,5,7.453567937438905
8,7,1,1,6,9,7.478005865102639
15,2,3,0,6,8,7.502443792766373
11,3,4,0,6,12,7.526881720430107
11,4,2,0,6,12,7.551319648093841
18,2,3,1,6,10,7.575757575757575
11,0,1,0,10,5,7.600195503421309
6,4,5,0,4,10,7.624633431085043
9,2,2,0,6,14,7.6490713587487775
14,5,3,0,12,10,7.673509286412512
10,4,4,0,9,5,7.697947214076246
6,4,1,0,5,10,7.72238514173998
9,3,4,0,5,8,7.746823069403714
7,4,4,0,8,8,7.771260997067448
7,2,4,0,12,7,7.795698924731182
16,5,2,0,1,9,7.820136852394917
13,1,2,0,1,11,7.844574780058651
12,1,3,0,12,7,7.869012707722385
8,5,4,0,4,8,7.893450635386119
9,1,1,0,8,6,7.9178885630498534
17,0,6,0,6,10,7.9423264907135875
8,4,2,0,6,17,7.966764418377322
7,1,3,0,10,10,7.991202346041056
8,2,3,0,7,8,8.01564027370479
12,2,7,0,6,7,8.040078201368523
12,0,4,0,3,7,8.064516129032258
6,5,5,0,6,11,8.088954056695991
13,2,3,0,5,13,8.113391984359726
8,4,2,0,6,11,8.13782991202346
12,1,1,0,7,6,8.162267839687194
6,2,5,0,12,14,8.186705767350928
8,2,2,0,6,8,8.211143695014663
12,4,2,0,12,9,8.235581622678396
13,5,4,0,4,5,8.26001955034213
9,6,2,0,9,7,8.284457478005864
12,2,1,0,7,10,8.308895405669599
8,3,3,0,10,10,8.333333333333332
8,1,1,0,9,8,8.357771260997067
7,5,4,0,5,7,8.382209188660802
12,8,4,0,13,11,8.406647116324535
14,4,3,0,10,10,8.43108504398827
14,2,2,0,9,5,8.455522971652004
12,3,6,0,4,9,8.479960899315738
8,3,2,1,5,7,8.504398826979472
23,2,2,0,5,9,8.528836754643207
6,4,6,0,8,4,8.55327468230694
8,1,1,0,9,8,8.577712609970675
7,3,2,0,6,11,8.602150537634408
5,4,0,0,5,7,8.626588465298143
16,0,5,0,7,10,8.651026392961876
8,2,3,0,7,5,8.675464320625611
6,1,0,1,5,10,8.699902248289344
10,2,1,1,8,9,8.72434017595308
8,3,3,0,12,11,8.748778103616813
9,3,1,0,10,13,8.773216031280548
7,6,0,1,10,9,8.79765395894428
9,3,3,0,4,6,8.822091886608016
11,3,6,0,6,13,8.846529814271749
7,2,3,0,8,11,8.870967741935484
10,4,4,0,12,8,8.895405669599217
8,4,2,0,8,7,8.919843597262952
9,4,3,0,7,11,8.944281524926685
11,2,3,0,5,8,8.96871945259042
10,5,5,0,9,8,8.993157380254154
9,3,5,0,3,15,9.017595307917889
14,5,2,0,2,7,9.042033235581622
8,4,1,0,6,7,9.066471163245357
9,0,0,0,8,3,9.09090909090909
11,6,1,1,5,10,9.115347018572825
11,3,2,0,10,6,9.139784946236558
10,5,3,0,6,4,9.164222873900293
10,2,2,1,7,10,9.188660801564026
9,5,2,1,4,10,9.213098729227761
9,2,4,0,8,10,9.237536656891495
5,1,4,0,8,8,9.26197458455523
13,1,2,0,7,6,9.286412512218963
7,3,3,0,6,12,9.310850439882698
12,2,3,0,5,14,9.33528836754643
11,0,4,0,8,15,9.359726295210166
6,2,4,0,4,10,9.384164222873899
9,2,1,0,3,6,9.408602150537634
10,2,5,0,8,7,9.433040078201369
6,3,2,0,5,5,9.457478005865102
6,3,3,0,4,12,9.481915933528837
13,1,8,0,7,7,9.50635386119257
4,2,2,0,7,7,9.530791788856305
12,2,5,0,5,8,9.555229716520039
14,3,1,0,6,5,9.579667644183774
8,1,4,0,5,5,9.604105571847507
8,2,2,0,5,9,9.628543499511242
14,4,5,0,6,8,9.652981427174975
7,2,5,0,6,8,9.67741935483871
9,0,5,0,9,8,9.701857282502443
16,3,4,0,4,9,9.726295210166178
8,2,1,0,7,14,9.750733137829911
9,4,2,0,5,3,9.775171065493646
5,3,2,1,9,10,9.79960899315738
12,1,2,0,3,9,9.824046920821115
7,3,4,0,9,15,9.848484848484848
9,1,2,0,7,8,9.872922776148583
8,12,3,0,1,2,9.897360703812316
8,1,3,0,6,14,9.921798631476051
6,7,2,0,5,8,9.946236559139784
10,2,3,0,5,6,9.970674486803519
7,5,3,0,4,5,9.995112414467252
11,2,1,0,6,12,10.019550342130987
5,2,1,0,11,5,10.04398826979472
12,2,1,0,7,10,10.068426197458455
11,2,0,0,6,6,10.092864125122189
10,1,4,0,10,13,10.117302052785924
6,1,1,0,4,9,10.141739980449657
6,3,3,0,2,4,10.166177908113392
6,2,2,0,6,4,10.190615835777125
7,7,1,0,2,6,10.21505376344086
8,6,0,0,10,5,10.239491691104593
5,1,2,0,5,4,10.263929618768328
13,0,2,0,8,12,10.288367546432061
15,0,4,0,6,11,10.312805474095796
4,3,2,0,5,7,10.33724340175953
11,3,3,0,8,11,10.361681329423265
8,3,0,0,5,10,10.386119257086998
8,0,2,0,7,12,10.410557184750733
14,1,4,0,8,11,10.434995112414468
6,2,4,0,8,7,10.459433040078201
8,0,4,0,8,8,10.483870967741936
8,6,0,1,5,5,10.50830889540567
9,3,1,0,8,8,10.532746823069404
10,3,5,0,5,10,10.557184750733137
9,2,3,0,4,11,10.581622678396872
6,5,2,0,4,8,10.606060606060606
10,2,3,0,4,5,10.63049853372434
9,2,2,0,6,6,10.654936461388074
11,2,1,0,6,13,10.679374389051809
9,2,1,0,10,3,10.703812316715542
12,3,4,0,9,4,10.728250244379277
5,2,10,0,6,8,10.75268817204301
7,5,3,0,11,5,10.777126099706745
5,3,2,0,4,13,10.801564027370478
13,5,3,0,5,8,10.826001955034213
13,3,2,0,9,12,10.850439882697946
10,2,3,0,9,7,10.874877810361681
9,1,3,0,10,12,10.899315738025415
10,2,1,0,5,4,10.92375366568915
3,1,3,0,7,7,10.948191593352883
12,4,2,0,5,6,10.972629521016618
8,2,3,0,12,5,10.997067448680351
6,4,4,0,7,9,11.021505376344086
6,2,1,0,5,15,11.04594330400782
12,3,2,0,3,9,11.070381231671554
9,2,2,1,2,7,11.094819159335287
10,2,2,0,6,12,11.119257086999022
5,1,1,0,6,11,11.143695014662756
9,3,3,0,7,11,11.16813294232649
10,4,3,0,5,9,11.192570869990224
9,1,3,0,4,7,11.217008797653959
9,1,2,0,3,6,11.241446725317692
10,2,2,0,8,8,11.265884652981427
12,4,6,0,4,7,11.29032258064516
9,4,4,0,6,10,11.314760508308895
11,5,4,0,5,6,11.339198435972628
11,2,0,0,3,10,11.363636363636363
10,7,2,0,5,8,11.388074291300097
5,7,0,0,7,9,11.412512218963832
8,3,3,0,4,4,11.436950146627565
8,4,1,0,6,5,11.4613880742913
11,1,2,0,7,7,11.485826001955035
9,2,3,0,5,6,11.510263929618768
11,3,2,0,3,5,11.534701857282503
10,1,3,0,3,6,11.559139784946236
8,2,1,0,8,9,11.583577712609971
12,0,1,0,4,12,11.608015640273704
11,1,2,0,6,6,11.63245356793744
8,2,2,0,9,9,11.656891495601172
7,3,2,0,11,5,11.681329423264907
9,6,1,0,6,9,11.70576735092864
10,1,1,0,8,6,11.730205278592376
7,3,2,0,5,8,11.754643206256109
14,4,3,1,5,5,11.779081133919844
9,3,2,0,7,3,11.803519061583577
9,5,3,0,7,11,11.827956989247312
14,2,2,0,4,7,11.852394916911045
13,0,2,0,11,7,11.87683284457478
6,5,2,0,4,8,11.901270772238513
6,2,2,0,7,10,11.925708699902248
6,7,2,0,7,8,11.950146627565982
7,6,2,0,7,5,11.974584555229717
4,2,1,0,4,8,11.99902248289345
6,3,2,0,7,7,12.023460410557185
10,2,1,0,6,7,12.047898338220918
7,1,1,0,5,9,12.072336265884653
9,2,1,0,6,9,12.096774193548386
3,5,3,0,3,4,12.121212121212121
5,9,6,0,4,3,12.145650048875854
8,2,1,0,5,9,12.17008797653959
7,2,2,0,5,9,12.194525904203322
7,3,3,0,5,9,12.218963831867057
10,1,2,0,5,6,12.24340175953079
4,1,7,0,6,9,12.267839687194526
9,2,1,0,7,12,12.292277614858259
6,1,1,0,5,5,12.316715542521994
10,4,3,0,5,5,12.341153470185727
10,1,1,0,4,11,12.365591397849462
11,1,2,0,3,9,12.390029325513195
7,2,1,0,6,8,12.41446725317693
5,3,0,0,8,9,12.438905180840663
10,1,2,0,6,9,12.463343108504398
12,2,2,0,10,10,12.487781036168132
11,2,2,0,11,10,12.512218963831867
2,1,2,0,5,12,12.536656891495602
10,2,2,0,9,8,12.561094819159335
7,3,5,0,4,9,12.58553274682307
7,4,4,0,9,8,12.609970674486803
9,2,2,0,6,13,12.634408602150538
6,2,2,0,10,7,12.658846529814271
7,2,5,0,9,13,12.683284457478006
8,2,1,0,7,5,12.70772238514174
11,3,3,0,8,9,12.732160312805474
11,3,3,0,4,5,12.756598240469208
10,1,0,0,5,3,12.781036168132943
9,3,3,0,9,6,12.805474095796676
13,4,5,0,3,6,12.82991202346041
4,2,4,0,1,11,12.854349951124144
4,3,5,0,5,3,12.878787878787879
4,2,3,0,8,8,12.903225806451612
12,2,5,0,2,7,12.927663734115347
6,3,4,0,9,8,12.95210166177908
5,1,2,0,8,13,12.976539589442815
8,6,3,0,7,5,13.000977517106548
8,2,1,0,5,8,13.025415444770283
10,0,4,0,6,7,13.049853372434017
7,4,3,1,2,7,13.074291300097752
6,2,4,0,5,9,13.098729227761485
15,0,1,0,7,6,13.12316715542522
8,4,0,0,5,11,13.147605083088953
8,0,2,0,6,9,13.172043010752688
6,1,3,0,6,7,13.196480938416421
15,3,0,0,4,11,13.220918866080156
6,3,0,0,4,6,13.24535679374389
8,2,1,0,3,10,13.269794721407624
13,6,2,0,8,6,13.294232649071358
14,3,1,0,5,10,13.318670576735093
5,2,4,0,6,8,13.343108504398826
9,3,6,0,3,4,13.36754643206256
9,1,4,0,9,10,13.391984359726294
11,1,3,0,7,6,13.416422287390029
11,3,3,0,7,7,13.440860215053762
10,2,5,0,7,2,13.465298142717497
4,3,0,0,4,7,13.48973607038123
8,2,5,0,11,4,13.514173998044965
9,4,2,0,7,9,13.538611925708699
16,5,1,0,1,7,13.563049853372434
11,1,0,0,5,9,13.587487781036168
6,3,1,0,4,6,13.611925708699902
8,4,2,0,7,9,13.636363636363637
8,3,2,1,8,5,13.66080156402737
5,3,1,0,6,4,13.685239491691105
8,3,3,0,6,4,13.709677419354838
9,4,0,0,4,8,13.734115347018573
3,1,1,0,8,9,13.758553274682306
5,5,1,0,8,6,13.782991202346041
11,3,1,0,7,6,13.807429130009774
6,2,1,1,8,15,13.83186705767351
13,0,0,1,7,4,13.856304985337243
9,4,3,0,4,7,13.880742913000978
4,5,0,0,3,8,13.90518084066471
8,1,3,0,4,10,13.929618768328446
7,5,3,0,4,7,13.954056695992179
6,5,4,0,6,3,13.978494623655914
10,3,1,0,9,9,14.002932551319647
8,1,2,0,3,4,14.027370478983382
12,0,4,0,6,5,14.051808406647115
10,0,2,0,6,4,14.07624633431085
7,1,3,0,6,10,14.100684261974584
8,0,3,0,6,8,14.125122189638319
5,2,2,0,5,11,14.149560117302052
13,0,2,0,12,8,14.173998044965787
10,5,2,0,4,9,14.19843597262952
13,2,3,0,3,9,14.222873900293255
12,3,1,0,4,5,14.247311827956988
5,0,1,0,4,9,14.271749755620723
10,1,2,0,2,10,14.296187683284456
6,3,3,0,5,3,14.320625610948191
3,3,5,0,11,10,14.345063538611925
14,4,3,0,3,9,14.36950146627566
11,4,1,0,7,7,14.393939393939393
9,1,2,0,6,10,14.418377321603128
13,4,3,0,5,5,14.442815249266861
14,3,6,0,5,3,14.467253176930596
5,0,1,0,7,8,14.491691104594329
8,1,4,0,4,7,14.516129032258064
12,4,3,0,7,4,14.540566959921797
7,1,1,0,3,3,14.565004887585532
9,0,2,0,7,10,14.589442815249265
10,0,1,0,4,4,14.613880742913
11,2,1,0,6,5,14.638318670576735
6,2,2,0,2,7,14.662756598240469
7,1,2,0,6,5,14.687194525904204
9,4,1,0,8,5,14.711632453567937
9,3,1,0,4,9,14.736070381231672
12,2,5,1,4,6,14.760508308895405
6,3,4,0,10,6,14.78494623655914
5,4,1,0,5,2,14.809384164222873
13,2,3,1,5,6,14.833822091886608
8,2,5,0,8,7,14.858260019550341
8,1,1,0,8,9,14.882697947214076
15,3,2,0,7,6,14.90713587487781
9,3,1,1,6,12,14.931573802541545
9,2,1,0,7,7,14.956011730205278
8,0,5,0,4,8,14.980449657869013
5,0,2,0,4,10,15.004887585532746
8,5,2,0,5,4,15.029325513196481
11,2,1,0,5,8,15.053763440860214
3,0,1,0,7,4,15.078201368523949
6,3,1,0,2,4,15.102639296187682
7,2,4,0,3,11,15.127077223851417
5,4,1,0,6,8,15.15151515151515
5,2,3,0,9,9,15.175953079178885
5,5,1,0,8,10,15.200391006842619
9,3,2,0,7,9,15.224828934506354
2,4,8,0,5,9,15.249266862170087
8,1,1,0,4,11,15.273704789833822
15,4,1,0,2,7,15.298142717497555
11,3,4,0,7,6,15.32258064516129
6,5,1,0,5,6,15.347018572825023
4,2,3,0,8,8,15.371456500488758
10,3,1,0,4,8,15.395894428152491
9,1,1,0,4,7,15.420332355816226
10,1,1,0,2,10,15.44477028347996
10,1,3,0,7,9,15.469208211143695
6,2,2,1,6,8,15.493646138807428
6,2,1,0,9,7,15.518084066471163
9,5,0,0,5,5,15.542521994134896
7,0,1,0,6,9,15.566959921798631
11,7,3,0,6,9,15.591397849462364
8,2,3,0,2,5,15.6158357771261
5,1,2,0,5,7,15.640273704789834
5,0,5,0,5,11,15.664711632453567
9,1,3,0,6,14,15.689149560117302
9,0,2,0,5,7,15.713587487781036
5,1,2,0,3,7,15.73802541544477
8,3,2,0,4,11,15.762463343108504
8,3,0,0,6,7,15.786901270772239
8,0,6,0,5,8,15.811339198435972
7,1,1,0,10,10,15.835777126099707
10,0,1,0,7,10,15.86021505376344
6,2,0,0,4,6,15.884652981427175
5,2,2,0,6,10,15.909090909090908
8,0,3,0,8,4,15.933528836754643
7,3,3,0,9,5,15.957966764418376
10,1,5,0,7,9,15.982404692082111
5,3,3,0,7,3,16.006842619745846
8,2,1,0,6,8,16.03128054740958
7,4,3,0,4,10,16.055718475073313
7,2,4,0,5,10,16.080156402737046
6,4,1,0,5,7,16.104594330400783
8,1,3,0,4,8,16.129032258064516
4,2,0,0,4,12,16.15347018572825
8,0,1,0,9,8,16.177908113391982
12,3,1,0,4,5,16.20234604105572
10,1,1,0,3,8,16.226783968719452
11,4,4,0,5,11,16.251221896383186
4,4,0,0,5,3,16.27565982404692
7,2,2,1,4,3,16.300097751710656
7,3,3,0,6,8,16.32453567937439
12,0,1,0,6,17,16.348973607038122
4,2,4,0,4,9,16.373411534701855
11,0,1,0,10,8,16.397849462365592
10,0,2,0,5,8,16.422287390029325
9,2,1,0,2,7,16.44672531769306
7,2,3,0,4,6,16.47116324535679
13,2,2,0,11,4,16.49560117302053
7,4,1,0,13,4,16.52003910068426
6,2,5,0,11,9,16.544477028347995
4,2,0,0,6,6,16.568914956011728
9,4,4,0,8,11,16.593352883675465
8,4,2,0,5,5,16.617790811339198
3,1,2,0,9,10,16.64222873900293
6,1,3,0,6,9,16.666666666666664
7,4,2,0,7,7,16.6911045943304
10,5,1,0,7,6,16.715542521994134
10,2,2,1,4,12,16.739980449657867
8,4,3,0,8,12,16.764418377321604
11,3,1,0,7,8,16.788856304985337
10,2,3,0,3,12,16.81329423264907
