50,47,45,53,49,52,46,51,48,Time
3,3,3,3,3,3,3,3,3,0.0
8,8,8,8,8,8,8,8,8,0.024437927663734114
5,5,5,5,5,5,5,5,5,0.04887585532746823
9,9,9,9,9,9,9,9,9,0.07331378299120234
5,5,5,5,5,5,5,5,5,0.09775171065493646
8,8,8,8,8,8,8,8,8,0.12218963831867058
5,5,5,5,5,5,5,5,5,0.14662756598240467
6,6,6,6,6,6,6,6,6,0.1710654936461388
10,10,10,10,10,10,10,10,10,0.19550342130987292
5,5,5,5,5,5,5,5,5,0.21994134897360704
11,11,11,11,11,11,11,11,11,0.24437927663734116
9,9,9,9,9,9,9,9,9,0.26881720430107525
7,7,7,7,7,7,7,7,7,0.29325513196480935
8,8,8,8,8,8,8,8,8,0.3176930596285435
3,3,3,3,3,3,3,3,3,0.3421309872922776
8,8,8,8,8,8,8,8,8,0.36656891495601174
8,8,8,8,8,8,8,8,8,0.39100684261974583
10,10,10,10,10,10,10,10,10,0.4154447702834799
12,12,12,12,12,12,12,12,12,0.4398826979472141
11,11,11,11,11,11,11,11,11,0.46432062561094817
6,6,6,6,6,6,6,6,6,0.4887585532746823
5,5,5,5,5,5,5,5,5,0.5131964809384164
10,10,10,10,10,10,10,10,10,0.5376344086021505
9,9,9,9,9,9,9,9,9,0.5620723362658846
9,9,9,9,9,9,9,9,9,0.5865102639296187
9,9,9,9,9,9,9,9,9,0.6109481915933529
10,10,10,10,10,10,10,10,10,0.635386119257087
8,8,8,8,8,8,8,8,8,0.6598240469208211
8,8,8,8,8,8,8,8,8,0.6842619745845552
8,8,8,8,8,8,8,8,8,0.7086999022482893
5,5,5,5,5,5,5,5,5,0.7331378299120235
13,13,13,13,13,13,13,13,13,0.7575757575757576
6,6,6,6,6,6,6,6,6,0.7820136852394917
12,12,12,12,12,12,12,12,12,0.8064516129032258
12,12,12,12,12,12,12,12,12,0.8308895405669598
9,9,9,9,9,9,9,9,9,0.855327468230694
6,6,6,6,6,6,6,6,6,0.8797653958944281
14,14,14,14,14,14,14,14,14,0.9042033235581622
4,4,4,4,4,4,4,4,4,0.9286412512218963
7,7,7,7,7,7,7,7,7,0.9530791788856304
6,6,6,6,6,6,6,6,6,0.9775171065493646
15,15,15,15,15,15,15,15,15,1.0019550342130987
4,4,4,4,4,4,4,4,4,1.0263929618768328
7,7,7,7,7,7,7,7,7,1.050830889540567
8,8,8,8,8,8,8,8,8,1.075268817204301
12,12,12,12,12,12,12,12,12,1.099706744868035
8,8,8,8,8,8,8,8,8,1.1241446725317692
11,11,11,11,11,11,11,11,11,1.1485826001955033
13,13,13,13,13,13,13,13,13,1.1730205278592374
5,5,5,5,5,5,5,5,5,1.1974584555229717
8,8,8,8,8,8,8,8,8,1.2218963831867058
13,13,13,13,13,13,13,13,13,1.2463343108504399
9,9,9,9,9,9,9,9,9,1.270772238514174
10,10,10,10,10,10,10,10,10,1.295210166177908
11,11,11,11,11,11,11,11,11,1.3196480938416422
10,10,10,10,10,10,10,10,10,1.3440860215053763
5,5,5,5,5,5,5,5,5,1.3685239491691104
13,13,13,13,13,13,13,13,13,1.3929618768328444
9,9,9,9,9,9,9,9,9,1.4173998044965785
6,6,6,6,6,6,6,6,6,1.4418377321603129
8,8,8,8,8,8,8,8,8,1.466275659824047
12,12,12,12,12,12,12,12,12,1.490713587487781
12,12,12,12,12,12,12,12,12,1.5151515151515151
13,13,13,13,13,13,13,13,13,1.5395894428152492
5,5,5,5,5,5,5,5,5,1.5640273704789833
7,7,7,7,7,7,7,7,7,1.5884652981427174
7,7,7,7,7,7,7,7,7,1.6129032258064515
8,8,8,8,8,8,8,8,8,1.6373411534701856
8,8,8,8,8,8,8,8,8,1.6617790811339197
11,11,11,11,11,11,11,11,11,1.6862170087976538
4,4,4,4,4,4,4,4,4,1.710654936461388
18,18,18,18,18,18,18,18,18,1.7350928641251222
9,9,9,9,9,9,9,9,9,1.7595307917888563
12,12,12,12,12,12,12,12,12,1.7839687194525904
14,14,14,14,14,14,14,14,14,1.8084066471163245
20,20,20,20,20,20,20,20,20,1.8328445747800586
11,11,11,11,11,11,11,11,11,1.8572825024437927
13,13,13,13,13,13,13,13,13,1.8817204301075268
23,23,23,23,23,23,23,23,23,1.9061583577712609
18,18,18,18,18,18,18,18,18,1.930596285434995
22,22,22,22,22,22,22,22,22,1.9550342130987293
24,24,24,24,24,24,24,24,24,1.9794721407624634
26,26,26,26,26,26,26,26,26,2.0039100684261975
35,35,35,35,35,35,35,35,35,2.0283479960899315
36,36,36,36,36,36,36,36,36,2.0527859237536656
44,44,44,44,44,44,44,44,44,2.0772238514173997
50,50,50,50,50,50,50,50,50,2.101661779081134
62,62,62,62,62,62,62,62,62,2.126099706744868
87,87,87,87,87,87,87,87,87,2.150537634408602
104,104,104,104,104,104,104,104,104,2.174975562072336
119,119,119,119,119,119,119,119,119,2.19941348973607
155,155,155,155,155,155,155,155,155,2.2238514173998043
228,228,228,228,228,228,228,228,228,2.2482893450635384
309,309,309,309,309,309,309,309,309,2.2727272727272725
513,513,513,513,513,513,513,513,513,2.2971652003910066
813,813,813,813,813,813,813,813,813,2.3216031280547407
1204,1204,1204,1204,1204,1204,1204,1204,1204,2.3460410557184748
1925,1925,1925,1925,1925,1925,1925,1925,1925,2.3704789833822093
2965,2965,2965,2965,2965,2965,2965,2965,2965,2.3949169110459434
4141,4141,4141,4141,4141,4141,4141,4141,4141,2.4193548387096775
5450,5450,5450,5450,5450,5450,5450,5450,5450,2.4437927663734116
6599,6599,6599,6599,6599,6599,6599,6599,6599,2.4682306940371457
7492,7492,7492,7492,7492,7492,7492,7492,7492,2.4926686217008798
8111,8111,8111,8111,8111,8111,8111,8111,8111,2.517106549364614
