,pe-1-0-4_0Grad,pe-1-0-4_90grad,1-4-0_mit triton_90grad,1-4-0_mit triton_0Grad,Time,AF
712,29,16,19,19,17.39980449657869,10
713,20,28,23,19,17.424242424242422,14
714,22,21,24,22,17.44868035190616,11
715,38,23,19,15,17.473118279569892,7
716,31,19,15,21,17.497556207233625,3
717,28,24,22,20,17.52199413489736,7
718,36,17,22,19,17.546432062561095,11
719,20,23,20,19,17.57086999022483,9
720,23,23,15,15,17.59530791788856,9
721,22,18,25,25,17.619745845552295,8
722,17,34,18,18,17.64418377321603,6
723,31,21,13,18,17.668621700879765,3
724,18,22,22,18,17.693059628543498,3
725,15,21,16,18,17.71749755620723,3
726,26,27,17,11,17.741935483870968,15
727,32,23,18,18,17.7663734115347,4
728,23,21,24,22,17.790811339198434,8
729,19,23,23,18,17.81524926686217,7
730,18,26,20,19,17.839687194525904,7
731,25,26,30,20,17.864125122189638,7
732,23,19,13,19,17.88856304985337,8
733,19,19,18,17,17.913000977517108,2
734,27,14,19,15,17.93743890518084,4
735,23,18,23,36,17.961876832844574,13
736,21,16,20,23,17.986314760508307,5
737,20,29,14,25,18.010752688172044,6
738,16,19,20,19,18.035190615835777,11
739,18,21,20,20,18.05962854349951,8
740,21,24,19,21,18.084066471163244,5
741,20,27,18,20,18.10850439882698,11
742,26,17,11,18,18.132942326490713,12
743,21,27,16,24,18.157380254154447,5
744,21,18,14,16,18.18181818181818,8
745,19,22,24,25,18.206256109481917,9
746,24,24,19,28,18.23069403714565,10
747,21,19,16,21,18.255131964809383,11
748,24,22,22,16,18.279569892473116,8
749,30,23,16,22,18.304007820136853,11
750,25,27,16,15,18.328445747800586,4
751,24,24,17,17,18.35288367546432,11
752,22,18,17,19,18.377321603128053,4
753,18,27,15,18,18.40175953079179,5
754,19,24,13,29,18.426197458455523,8
755,17,25,22,19,18.450635386119256,9
756,19,18,20,18,18.47507331378299,10
757,22,14,16,24,18.499511241446726,10
758,23,23,22,15,18.52394916911046,10
759,10,16,19,25,18.548387096774192,11
760,20,20,15,17,18.572825024437925,9
761,21,20,18,21,18.597262952101662,5
762,32,22,18,19,18.621700879765395,7
763,21,14,18,15,18.64613880742913,10
764,16,25,19,19,18.67057673509286,5
765,28,18,17,28,18.6950146627566,9
766,31,25,15,26,18.71945259042033,8
767,24,35,24,16,18.743890518084065,5
768,17,19,20,19,18.768328445747798,6
769,17,26,22,18,18.792766373411535,14
770,17,24,14,21,18.817204301075268,7
771,23,27,26,20,18.841642228739,7
772,21,19,13,27,18.866080156402738,5
773,23,19,24,18,18.89051808406647,8
774,21,28,13,21,18.914956011730204,11
775,25,13,19,15,18.939393939393938,6
776,24,21,22,20,18.963831867057674,7
777,17,28,24,17,18.988269794721408,4
778,17,20,17,24,19.01270772238514,5
779,28,21,11,19,19.037145650048874,10
780,21,19,20,26,19.06158357771261,7
781,25,27,19,19,19.086021505376344,8
782,19,17,17,17,19.110459433040077,4
783,19,16,29,15,19.13489736070381,4
784,18,14,16,12,19.159335288367547,7
785,25,26,13,15,19.18377321603128,7
786,26,16,22,19,19.208211143695014,14
787,21,14,18,19,19.232649071358747,8
788,25,23,18,23,19.257086999022484,9
789,21,19,13,19,19.281524926686217,8
790,15,15,18,13,19.30596285434995,12
791,25,21,18,16,19.330400782013683,8
792,23,14,18,26,19.35483870967742,6
793,19,15,14,21,19.379276637341153,6
794,24,26,19,20,19.403714565004886,11
795,16,23,12,12,19.42815249266862,4
796,16,15,17,19,19.452590420332356,8
797,17,22,6,21,19.47702834799609,8
798,22,12,17,21,19.501466275659823,10
799,24,18,26,19,19.525904203323556,3
800,26,20,22,15,19.550342130987293,6
801,20,16,16,15,19.574780058651026,13
802,23,23,15,19,19.59921798631476,7
803,17,20,14,18,19.623655913978492,8
804,24,27,17,16,19.64809384164223,9
805,24,21,13,15,19.672531769305962,7
806,13,18,18,11,19.696969696969695,9
807,24,20,14,13,19.72140762463343,8
808,22,25,18,18,19.745845552297165,10
809,20,25,12,17,19.7702834799609,7
810,20,17,25,12,19.794721407624632,5
811,19,16,17,13,19.81915933528837,8
812,14,15,19,18,19.843597262952102,5
813,23,19,12,18,19.868035190615835,7
814,15,18,15,10,19.892473118279568,8
815,17,25,27,14,19.916911045943305,7
816,13,18,12,11,19.941348973607038,7
817,24,23,20,24,19.96578690127077,7
818,19,15,16,20,19.990224828934505,8
819,18,18,15,18,20.01466275659824,7
820,15,19,16,14,20.039100684261975,10
821,16,23,7,14,20.063538611925708,5
822,15,17,16,22,20.08797653958944,7
823,20,17,7,17,20.112414467253178,6
824,18,13,16,17,20.13685239491691,14
825,21,21,21,21,20.161290322580644,10
826,19,16,14,13,20.185728250244377,10
827,13,18,14,12,20.210166177908114,10
828,12,14,24,25,20.234604105571847,11
829,17,18,19,18,20.25904203323558,10
830,15,18,9,18,20.283479960899314,3
831,13,12,16,16,20.30791788856305,8
832,21,11,16,17,20.332355816226784,4
833,24,19,11,14,20.356793743890517,7
834,22,22,14,18,20.38123167155425,5
835,15,23,19,21,20.405669599217987,12
836,18,22,11,11,20.43010752688172,6
837,17,19,12,20,20.454545454545453,12
838,15,22,22,11,20.478983382209186,7
839,12,27,14,17,20.503421309872923,6
840,12,18,21,19,20.527859237536656,9
841,17,14,17,17,20.55229716520039,8
842,13,14,12,16,20.576735092864123,8
843,19,19,19,13,20.60117302052786,6
844,14,14,18,14,20.625610948191593,8
845,14,18,10,19,20.650048875855326,8
846,13,17,20,16,20.67448680351906,6
847,23,27,8,10,20.698924731182796,7
848,23,14,23,12,20.72336265884653,8
849,17,20,14,14,20.747800586510262,7
850,15,23,11,7,20.772238514173996,7
851,13,16,22,15,20.796676441837732,8
852,21,14,14,13,20.821114369501466,7
853,18,17,16,11,20.8455522971652,7
854,19,14,18,10,20.869990224828936,8
855,18,17,15,22,20.89442815249267,12
856,15,27,7,18,20.918866080156402,5
857,26,20,22,14,20.943304007820135,10
858,17,20,9,12,20.967741935483872,7
859,8,17,12,8,20.992179863147605,6
860,11,14,17,12,21.01661779081134,8
861,14,19,7,11,21.04105571847507,7
862,12,20,15,19,21.06549364613881,14
863,14,18,15,13,21.08993157380254,7
864,13,23,14,15,21.114369501466275,5
865,15,9,14,11,21.138807429130008,8
866,15,13,20,17,21.163245356793745,8
867,17,19,14,25,21.187683284457478,5
868,14,18,17,10,21.21212121212121,9
869,14,14,22,9,21.236559139784944,5
870,10,21,20,7,21.26099706744868,9
871,18,9,9,16,21.285434995112414,3
872,18,15,10,14,21.309872922776147,7
873,12,14,15,15,21.33431085043988,8
874,18,6,10,13,21.358748778103617,9
875,19,22,10,14,21.38318670576735,8
876,14,25,14,16,21.407624633431084,12
877,17,16,17,16,21.432062561094817,9
878,17,16,11,19,21.456500488758554,11
879,17,19,17,12,21.480938416422287,9
880,18,15,15,9,21.50537634408602,11
881,18,12,18,12,21.529814271749753,14
882,17,18,7,9,21.55425219941349,14
883,9,11,11,15,21.578690127077223,16
884,20,16,7,16,21.603128054740957,15
885,12,11,14,19,21.62756598240469,22
886,13,16,16,15,21.652003910068427,28
887,14,26,19,14,21.67644183773216,39
888,19,12,18,18,21.700879765395893,33
889,18,15,12,29,21.725317693059626,36
890,14,10,21,16,21.749755620723363,70
891,18,13,13,22,21.774193548387096,63
892,17,13,12,25,21.79863147605083,93
893,18,21,19,29,21.823069403714562,102
894,17,17,11,28,21.8475073313783,139
895,18,12,15,46,21.871945259042032,161
896,14,17,14,65,21.896383186705766,263
897,17,19,17,64,21.920821114369502,350
898,20,14,19,117,21.945259042033236,576
899,30,21,15,149,21.96969696969697,865
900,31,19,16,268,21.994134897360702,1458
901,34,21,25,381,22.01857282502444,2134
902,55,27,32,494,22.043010752688172,3161
903,68,27,37,728,22.067448680351905,4389
904,103,38,49,916,22.09188660801564,5747
905,136,49,72,1135,22.116324535679375,6810
906,152,55,82,1194,22.14076246334311,7612
907,160,81,92,1286,22.16520039100684,7924
908,209,108,96,1297,22.189638318670575,7557
909,240,103,123,1143,22.21407624633431,6947
910,262,154,119,1004,22.238514173998045,5969
911,234,170,109,888,22.262952101661778,4772
912,267,180,151,689,22.28739002932551,3708
913,262,161,139,560,22.311827956989248,2749
914,257,182,112,478,22.33626588465298,2047
915,266,184,125,383,22.360703812316714,1553
916,290,184,125,332,22.385141739980448,1107
917,231,183,86,300,22.409579667644184,900
918,253,223,124,302,22.434017595307918,603
919,238,222,141,252,22.45845552297165,476
920,251,174,124,261,22.482893450635384,395
921,245,168,98,238,22.50733137829912,356
922,238,179,94,289,22.531769305962854,257
923,274,167,122,260,22.556207233626587,259
924,249,217,125,227,22.58064516129032,176
925,253,211,124,248,22.605083088954057,186
926,237,208,124,250,22.62952101661779,147
927,252,211,98,205,22.653958944281523,121
928,228,191,111,219,22.678396871945257,115
929,218,206,135,244,22.702834799608993,96
930,247,191,115,203,22.727272727272727,78
931,225,193,155,238,22.75171065493646,87
932,220,177,114,224,22.776148582600193,86
933,188,198,129,214,22.80058651026393,88
934,205,230,114,216,22.825024437927663,79
935,218,205,125,227,22.849462365591396,73
936,212,221,130,194,22.87390029325513,75
937,217,234,128,205,22.898338220918866,71
938,214,189,126,229,22.9227761485826,71
939,227,180,120,200,22.947214076246333,80
940,195,215,137,191,22.97165200391007,83
941,216,217,113,196,22.996089931573803,84
942,203,194,118,210,23.020527859237536,83
943,213,231,124,176,23.04496578690127,101
944,218,200,117,193,23.069403714565006,103
945,211,206,122,221,23.09384164222874,122
946,194,214,108,205,23.118279569892472,104
947,204,212,121,226,23.142717497556205,119
948,196,189,98,233,23.167155425219942,130
949,204,216,120,209,23.191593352883675,141
950,214,176,107,200,23.21603128054741,117
951,178,185,132,198,23.24046920821114,112
952,206,200,119,206,23.26490713587488,114
953,195,188,116,195,23.28934506353861,114
954,200,201,124,185,23.313782991202345,106
955,202,182,121,170,23.338220918866078,103
956,187,195,121,183,23.362658846529815,74
957,180,207,122,203,23.387096774193548,68
958,197,184,107,161,23.41153470185728,49
959,203,187,107,185,23.435972629521014,53
960,246,219,133,217,23.46041055718475,47
961,314,302,199,285,23.484848484848484,55
962,311,305,176,289,23.509286412512218,47
963,282,297,169,267,23.53372434017595,60
964,286,280,144,269,23.558162267839688,54
965,285,282,157,246,23.58260019550342,51
966,312,268,166,223,23.607038123167154,45
967,281,293,183,222,23.631476050830887,49
968,303,280,186,265,23.655913978494624,54
969,290,282,182,214,23.680351906158357,47
970,282,260,146,223,23.70478983382209,34
971,272,263,171,240,23.729227761485824,40
972,258,285,175,233,23.75366568914956,38
973,271,218,175,244,23.778103616813294,39
974,268,245,133,213,23.802541544477027,25
975,229,241,150,237,23.82697947214076,27
976,244,251,168,251,23.851417399804497,31
977,248,257,135,243,23.87585532746823,36
978,229,247,157,228,23.900293255131963,28
979,239,235,156,226,23.924731182795696,20
980,243,257,148,185,23.949169110459433,23
981,229,228,161,200,23.973607038123166,36
982,248,246,141,199,23.9980449657869,29
983,215,206,144,237,24.022482893450636,20
984,226,228,156,207,24.04692082111437,27
985,212,214,147,217,24.071358748778103,32
986,220,236,142,205,24.095796676441836,25
987,237,214,137,204,24.120234604105573,27
988,235,217,124,185,24.144672531769306,25
989,239,208,128,204,24.16911045943304,23
990,235,235,128,184,24.193548387096772,17
991,223,231,126,208,24.21798631476051,21
992,219,189,138,178,24.242424242424242,31
993,221,218,139,195,24.266862170087975,21
994,189,193,132,200,24.29130009775171,21
995,173,219,114,174,24.315738025415445,18
996,223,198,143,167,24.34017595307918,23
997,215,212,122,201,24.364613880742912,18
998,195,201,141,184,24.389051808406645,26
999,179,191,137,152,24.41348973607038,15
1000,198,208,134,176,24.437927663734115,18
1001,163,203,120,179,24.462365591397848,6
1002,192,169,123,171,24.48680351906158,17
1003,174,188,126,185,24.511241446725318,20
1004,181,185,122,162,24.53567937438905,15
1005,164,172,108,165,24.560117302052785,21
1006,187,173,136,180,24.584555229716518,18
1007,172,173,97,153,24.608993157380255,12
1008,186,165,98,144,24.633431085043988,18
1009,175,162,103,127,24.65786901270772,15
1010,188,210,117,114,24.682306940371454,12
1011,171,157,96,123,24.70674486803519,21
1012,161,168,109,180,24.731182795698924,13
1013,192,167,114,149,24.755620723362657,21
1014,164,166,96,138,24.78005865102639,9
1015,179,142,94,155,24.804496578690127,17
1016,165,168,96,140,24.82893450635386,12
1017,159,160,107,139,24.853372434017594,10
1018,181,152,113,150,24.877810361681327,13
1019,167,158,95,133,24.902248289345064,20
1020,174,138,100,124,24.926686217008797,17
1021,152,145,100,128,24.95112414467253,10
1022,154,139,83,139,24.975562072336263,15
1023,141,134,89,126,25.0,8
