#TimeHarp 200  Histogram Data			01.01.2005 06:33:58
#channels per curve
4096
#display curve no.
0	1	2	3	5	6	7	
#memory block no.
0	1	2	3	5	6	7	
#ns/channel
0.2947	0.2947	0.2947	0.0000	0.2947	0.0000	0.2947	
#counts
62	3	23	0	22	0	111	
76	1	11	0	19	0	129	
71	1	16	0	17	0	121	
58	4	16	0	19	0	133	
79	3	14	0	17	0	107	
72	3	8	0	18	0	124	
57	1	9	0	24	0	134	
79	2	14	0	19	0	105	
60	1	21	0	16	0	115	
54	1	17	0	18	0	106	
79	2	10	0	14	0	141	
75	2	15	0	27	0	123	
61	5	12	0	17	0	127	
75	1	13	0	13	0	105	
67	3	22	0	16	0	100	
66	3	19	0	18	0	123	
62	6	13	0	19	0	111	
53	2	15	0	21	0	113	
64	5	21	0	11	0	110	
63	4	15	0	10	0	122	
59	4	15	0	16	0	129	
57	2	16	0	16	0	115	
61	1	19	0	16	0	122	
63	3	11	0	18	0	122	
55	3	16	0	17	0	104	
60	1	18	0	12	0	87	
64	1	20	0	17	0	126	
68	5	13	0	24	0	138	
59	4	13	0	21	0	112	
51	3	11	0	18	0	131	
65	2	18	0	22	0	111	
69	4	17	0	14	0	142	
55	2	11	0	17	0	139	
46	1	17	0	26	0	134	
67	1	18	0	16	0	112	
50	1	10	0	14	0	110	
49	2	12	0	19	0	117	
74	2	17	0	26	0	150	
66	2	14	0	21	0	103	
65	2	11	0	15	0	127	
57	2	18	0	14	0	132	
54	2	14	0	17	0	141	
57	2	12	0	14	0	133	
65	6	10	0	17	0	115	
59	5	7	0	11	0	108	
69	2	12	0	21	0	107	
65	0	17	0	13	0	126	
66	2	13	0	17	0	127	
71	3	17	0	23	0	105	
48	2	9	0	21	0	119	
64	4	18	0	14	0	117	
61	0	11	0	14	0	117	
79	5	13	0	19	0	129	
50	4	13	0	19	0	108	
65	4	12	0	13	0	116	
66	2	12	0	14	0	109	
58	2	14	0	15	0	127	
54	4	20	0	19	0	120	
74	1	12	0	20	0	137	
60	1	16	0	16	0	124	
65	1	17	0	18	0	122	
59	2	14	0	17	0	131	
45	2	12	0	25	0	105	
55	2	8	0	19	0	119	
63	3	18	0	12	0	113	
59	0	12	0	23	0	117	
63	1	16	0	13	0	109	
67	4	14	0	17	0	141	
66	4	13	0	21	0	115	
68	3	10	0	16	0	120	
69	2	11	0	21	0	116	
67	3	17	0	16	0	105	
53	4	20	0	23	0	101	
66	4	11	0	16	0	125	
53	5	22	0	25	0	131	
65	5	15	0	20	0	113	
70	0	16	0	21	0	121	
61	3	14	0	16	0	117	
62	3	11	0	16	0	135	
67	4	10	0	16	0	109	
58	3	19	0	24	0	118	
73	4	7	0	20	0	122	
80	3	19	0	23	0	128	
68	3	8	0	18	0	121	
63	5	18	0	14	0	141	
72	4	14	0	25	0	117	
67	4	11	0	12	0	124	
47	1	16	0	7	0	133	
65	1	9	0	13	0	130	
78	2	19	0	20	0	132	
72	5	15	0	10	0	153	
58	3	13	0	21	0	122	
57	2	10	0	27	0	134	
53	1	11	0	19	0	131	
61	7	14	0	19	0	100	
69	5	16	0	13	0	124	
64	5	12	0	18	0	120	
64	2	8	0	18	0	102	
71	3	22	0	12	0	122	
68	1	12	0	19	0	123	
59	2	19	0	17	0	126	
74	4	12	0	21	0	111	
61	5	14	0	15	0	105	
54	3	20	0	17	0	128	
60	3	13	0	17	0	126	
71	1	11	0	15	0	109	
79	0	9	0	11	0	125	
63	1	17	0	13	0	149	
57	4	19	0	16	0	130	
53	2	8	0	18	0	113	
46	1	11	0	13	0	103	
65	3	19	0	11	0	115	
64	2	21	0	25	0	130	
69	3	18	0	11	0	127	
66	1	10	0	23	0	125	
66	4	20	0	19	0	98	
59	2	14	0	21	0	104	
70	6	16	0	15	0	109	
70	0	16	0	14	0	112	
74	5	17	0	24	0	123	
63	0	7	0	24	0	112	
79	2	13	0	18	0	123	
67	1	17	0	9	0	122	
58	3	13	0	14	0	117	
54	1	15	0	23	0	121	
71	1	16	0	13	0	129	
68	3	9	0	11	0	110	
77	2	12	0	14	0	105	
79	1	17	0	20	0	120	
55	0	15	0	12	0	121	
50	5	14	0	13	0	107	
52	0	7	0	17	0	129	
79	1	17	0	13	0	99	
69	5	16	0	18	0	118	
68	2	9	0	20	0	135	
72	3	17	0	15	0	130	
53	2	14	0	17	0	121	
72	5	13	0	19	0	130	
67	2	19	0	18	0	125	
59	5	12	0	17	0	128	
58	2	10	0	12	0	128	
70	4	8	0	21	0	127	
64	1	19	0	14	0	122	
56	3	11	0	19	0	118	
69	3	18	0	17	0	129	
59	2	15	0	22	0	109	
64	2	11	0	21	0	118	
69	1	13	0	21	0	109	
75	5	17	0	25	0	123	
62	5	15	0	26	0	113	
71	5	13	0	16	0	130	
64	4	10	0	17	0	139	
62	3	16	0	17	0	116	
69	2	12	0	28	0	117	
66	2	11	0	16	0	104	
67	3	13	0	12	0	106	
62	1	11	0	13	0	118	
66	2	13	0	9	0	114	
58	3	19	0	19	0	119	
54	2	17	0	8	0	127	
59	0	11	0	15	0	127	
56	2	11	0	21	0	110	
69	2	20	0	22	0	140	
64	2	15	0	20	0	132	
69	7	15	0	9	0	125	
59	6	11	0	18	0	130	
50	7	21	0	18	0	97	
57	7	13	0	19	0	142	
49	5	19	0	20	0	103	
67	4	16	0	21	0	97	
65	1	14	0	16	0	139	
70	3	20	0	20	0	123	
73	7	11	0	20	0	138	
59	4	14	0	15	0	115	
72	3	12	0	15	0	117	
53	1	19	0	13	0	126	
56	8	21	0	22	0	116	
41	1	14	0	14	0	126	
68	3	16	0	15	0	144	
80	6	10	0	14	0	115	
61	1	11	0	11	0	129	
52	4	13	0	21	0	117	
70	3	16	0	13	0	131	
69	2	9	0	13	0	103	
68	2	16	0	16	0	108	
59	1	18	0	17	0	111	
65	1	8	0	21	0	110	
57	2	19	0	16	0	116	
61	3	10	0	20	0	116	
70	2	19	0	23	0	120	
76	3	22	0	15	0	134	
57	5	18	0	11	0	124	
61	3	14	0	21	0	124	
58	2	16	0	17	0	123	
55	1	15	0	18	0	93	
70	0	18	0	17	0	109	
66	3	13	0	19	0	129	
63	5	8	0	16	0	115	
62	4	19	0	18	0	96	
50	1	16	0	21	0	138	
66	4	12	0	19	0	136	
65	3	12	0	16	0	123	
57	0	17	0	22	0	121	
61	1	17	0	16	0	132	
72	2	11	0	20	0	103	
58	4	13	0	12	0	131	
63	4	20	0	15	0	124	
63	1	10	0	22	0	111	
76	2	23	0	16	0	130	
64	4	7	0	12	0	115	
70	1	12	0	20	0	128	
60	2	12	0	23	0	149	
85	2	14	0	21	0	105	
64	4	13	0	23	0	110	
74	1	20	0	17	0	123	
66	2	19	0	25	0	108	
74	2	6	0	21	0	115	
61	3	19	0	14	0	118	
70	4	10	0	22	0	133	
61	2	19	0	13	0	103	
60	1	15	0	15	0	108	
62	1	14	0	13	0	116	
50	5	9	0	15	0	107	
69	1	19	0	19	0	129	
60	5	12	0	11	0	130	
62	4	15	0	10	0	103	
57	5	13	0	14	0	113	
75	5	13	0	14	0	111	
67	5	16	0	21	0	112	
70	4	9	0	14	0	114	
48	3	22	0	25	0	95	
71	4	13	0	17	0	127	
58	6	17	0	14	0	109	
70	0	7	0	21	0	102	
52	0	12	0	16	0	134	
59	2	9	0	14	0	135	
63	0	19	0	29	0	123	
62	4	14	0	16	0	109	
51	3	16	0	14	0	127	
61	1	8	0	20	0	139	
70	4	16	0	13	0	114	
57	1	22	0	15	0	99	
74	1	16	0	13	0	118	
72	1	21	0	20	0	128	
88	3	10	0	22	0	138	
71	2	15	0	12	0	130	
69	3	18	0	19	0	130	
54	3	20	0	22	0	114	
51	4	15	0	18	0	123	
70	3	12	0	19	0	115	
53	2	13	0	19	0	112	
70	5	14	0	16	0	108	
60	1	10	0	23	0	111	
65	3	12	0	9	0	105	
46	4	18	0	15	0	122	
73	2	13	0	27	0	114	
70	2	17	0	11	0	146	
50	2	13	0	13	0	120	
48	2	9	0	14	0	122	
71	2	15	0	22	0	135	
73	3	13	0	16	0	126	
69	3	14	0	16	0	121	
76	3	5	0	18	0	98	
68	10	15	0	20	0	112	
68	2	18	0	17	0	121	
73	2	14	0	17	0	140	
59	3	10	0	18	0	117	
54	4	12	0	18	0	119	
64	1	7	0	16	0	132	
84	4	17	0	15	0	121	
82	2	12	0	19	0	115	
63	1	13	0	19	0	118	
61	1	15	0	23	0	138	
52	1	10	0	19	0	132	
